Time,Signal
21.59167,87
21.6,91
21.60833,96
21.61667,103
21.625,111
21.63333,117
21.64167,121
21.65,123
21.65833,125
21.66667,126
21.675,127
21.68333,126
21.69167,123
21.7,118
21.70833,114
21.71667,112
21.725,114
21.73333,117
21.74167,119
21.75,120
21.75833,119
21.76667,118
21.775,118
21.78333,118
21.79167,121
21.8,123
21.80833,126
21.81667,128
21.825,127
21.83333,125
21.84167,122
21.85,118
21.85833,116
21.86667,114
21.875,113
21.88333,114
21.89167,115
21.9,115
21.90833,115
21.91667,113
21.925,109
21.93333,106
21.94167,104
21.95,103
21.95833,103
21.96667,103
21.975,104
21.98333,107
21.99167,111
22,115
