Antibody,VH Positive Charge,VH Negative Charge,VH HM,VH pI,VH Charged,VH Polar,VH Hydrophobic,VH Aromatic,VH Amphipathic,VH Atoms,VH Bond A,VH Bond D,VL Positive Charge,VL Negative Charge,VL HM,VL pI,VL Charged,VL Polar,VL Hydrophobic,VL Aromatic,VL Amphipathic,VL Atoms,VL Bond A,VL Bond D,CDR Positive Charge,CDR Negative Charge,CDR HM,CDR pI,CDR Charged,CDR Polar,CDR Hydrophobic,CDR Aromatic,CDR Amphipathic,CDR Atoms,CDR Bond A,CDR Bond D
sifalimumab,0.08620689655172414,0.0603448275862069,-0.5198275862068962,6.063793103448273,0.14655172413793102,0.33620689655172414,0.41379310344827586,0.1206896551724138,0.1206896551724138,3.663793103448276,0.35344827586206895,0.33620689655172414,0.09259259259259259,0.07407407407407407,-0.6666666666666662,6.100000000000002,0.16666666666666666,0.3333333333333333,0.4351851851851852,0.10185185185185185,0.06481481481481481,3.6018518518518516,0.37037037037037035,0.32407407407407407,0.078125,0.015625,-0.7187500000000001,6.157812499999998,0.09375,0.40625,0.375,0.15625,0.125,3.625,0.40625,0.40625
siltuximab,0.09243697478991597,0.09243697478991597,-0.4899159663865545,6.000840336134454,0.18487394957983194,0.2857142857142857,0.42016806722689076,0.15126050420168066,0.13445378151260504,3.8151260504201683,0.3949579831932773,0.3445378151260504,0.0660377358490566,0.05660377358490566,-0.3858490566037735,5.990566037735849,0.12264150943396226,0.33962264150943394,0.4339622641509434,0.12264150943396226,0.14150943396226415,3.5754716981132075,0.39622641509433965,0.37735849056603776,0.015384615384615385,0.06153846153846154,-0.17538461538461542,5.727692307692305,0.07692307692307693,0.35384615384615387,0.38461538461538464,0.23076923076923078,0.2153846153846154,3.7846153846153845,0.5230769230769231,0.46153846153846156
tabalumab,0.07317073170731707,0.056910569105691054,-0.32113821138211357,5.982113821138211,0.13008130081300814,0.3252032520325203,0.4065040650406504,0.17073170731707318,0.14634146341463414,3.910569105691057,0.37398373983739835,0.36585365853658536,0.102803738317757,0.07476635514018691,-0.7869158878504666,6.1457943925233645,0.17757009345794392,0.3364485981308411,0.4205607476635514,0.09345794392523364,0.06542056074766354,3.7009345794392523,0.34579439252336447,0.29906542056074764,0.11428571428571428,0.05714285714285714,-1.007142857142857,6.149999999999998,0.17142857142857143,0.35714285714285715,0.3,0.21428571428571427,0.18571428571428572,4.242857142857143,0.44285714285714284,0.4142857142857143
tanezumab,0.0743801652892562,0.0743801652892562,-0.34214876033057834,5.964462809917356,0.1487603305785124,0.3140495867768595,0.4214876033057851,0.14049586776859505,0.11570247933884298,3.7520661157024793,0.371900826446281,0.34710743801652894,0.102803738317757,0.06542056074766354,-0.7028037383177562,6.05514018691589,0.16822429906542055,0.40186915887850466,0.38317757009345793,0.11214953271028037,0.07476635514018691,3.794392523364486,0.37383177570093457,0.37383177570093457,0.08823529411764706,0.07352941176470588,-0.6294117647058823,5.923529411764703,0.16176470588235295,0.36764705882352944,0.3382352941176471,0.20588235294117646,0.16176470588235295,4.1911764705882355,0.4264705882352941,0.39705882352941174
tigatuzumab,0.08403361344537816,0.07563025210084033,-0.47983193277310904,6.027731092436973,0.15966386554621848,0.3025210084033613,0.44537815126050423,0.11764705882352941,0.11764705882352941,3.6050420168067228,0.36134453781512604,0.31092436974789917,0.10377358490566038,0.0660377358490566,-0.6509433962264145,6.090566037735852,0.16981132075471697,0.36792452830188677,0.39622641509433965,0.11320754716981132,0.08490566037735849,3.669811320754717,0.37735849056603776,0.37735849056603776,0.1076923076923077,0.06153846153846154,-0.7707692307692307,6.104615384615383,0.16923076923076924,0.38461538461538464,0.3384615384615385,0.15384615384615385,0.15384615384615385,3.723076923076923,0.49230769230769234,0.47692307692307695
tildrakizumab,0.08620689655172414,0.07758620689655173,-0.4267241379310343,6.023275862068964,0.16379310344827586,0.28448275862068967,0.45689655172413796,0.12931034482758622,0.12931034482758622,3.6379310344827585,0.33620689655172414,0.3017241379310345,0.102803738317757,0.07476635514018691,-0.5420560747663545,6.03551401869159,0.17757009345794392,0.34579439252336447,0.4205607476635514,0.12149532710280374,0.08411214953271028,3.7570093457943927,0.3644859813084112,0.3644859813084112,0.09523809523809523,0.07936507936507936,-0.3190476190476191,5.965079365079363,0.1746031746031746,0.25396825396825395,0.47619047619047616,0.20634920634920634,0.14285714285714285,3.984126984126984,0.3333333333333333,0.31746031746031744
tocilizumab,0.09243697478991597,0.05042016806722689,-0.5697478991596637,6.136134453781513,0.14285714285714285,0.3697478991596639,0.40336134453781514,0.10084033613445378,0.1092436974789916,3.7142857142857144,0.37815126050420167,0.35294117647058826,0.09345794392523364,0.06542056074766354,-0.6598130841121487,6.0439252336448614,0.1588785046728972,0.38317757009345793,0.3925233644859813,0.11214953271028037,0.08411214953271028,3.7289719626168223,0.38317757009345793,0.37383177570093457,0.10606060606060606,0.045454545454545456,-0.8303030303030301,6.11212121212121,0.15151515151515152,0.4393939393939394,0.30303030303030304,0.13636363636363635,0.15151515151515152,3.9242424242424243,0.48484848484848486,0.48484848484848486
tovetumab,0.1,0.075,-0.5358333333333333,6.0924999999999985,0.175,0.275,0.4583333333333333,0.11666666666666667,0.11666666666666667,3.6416666666666666,0.325,0.2833333333333333,0.09259259259259259,0.05555555555555555,-0.6435185185185178,6.087037037037038,0.14814814814814814,0.37962962962962965,0.42592592592592593,0.10185185185185185,0.07407407407407407,3.638888888888889,0.35185185185185186,0.3425925925925926,0.08823529411764706,0.058823529411764705,-0.6485294117647057,6.088235294117645,0.14705882352941177,0.3088235294117647,0.4411764705882353,0.14705882352941177,0.1323529411764706,3.735294117647059,0.38235294117647056,0.3382352941176471
tralokinumab,0.09016393442622951,0.08196721311475409,-0.6303278688524585,6.016393442622947,0.1721311475409836,0.3360655737704918,0.39344262295081966,0.13114754098360656,0.12295081967213115,3.778688524590164,0.36065573770491804,0.3114754098360656,0.08333333333333333,0.09259259259259259,-0.423148148148148,5.974999999999999,0.17592592592592593,0.2777777777777778,0.49074074074074076,0.08333333333333333,0.06481481481481481,3.425925925925926,0.3148148148148148,0.26851851851851855,0.07042253521126761,0.1267605633802817,-0.6000000000000001,5.752112676056338,0.19718309859154928,0.30985915492957744,0.4084507042253521,0.15492957746478872,0.09859154929577464,3.816901408450704,0.352112676056338,0.2535211267605634
trastuzumab,0.1,0.08333333333333333,-0.5158333333333331,6.053333333333333,0.18333333333333332,0.26666666666666666,0.45,0.13333333333333333,0.125,3.7333333333333334,0.325,0.2833333333333333,0.09345794392523364,0.06542056074766354,-0.6158878504672891,6.0542056074766375,0.1588785046728972,0.37383177570093457,0.411214953271028,0.11214953271028037,0.07476635514018691,3.691588785046729,0.37383177570093457,0.3644859813084112,0.11940298507462686,0.07462686567164178,-0.7567164179104474,6.088059701492535,0.19402985074626866,0.31343283582089554,0.3880597014925373,0.1791044776119403,0.14925373134328357,4.014925373134329,0.3880597014925373,0.373134328358209
tremelimumab,0.104,0.072,-0.5511999999999999,6.095999999999999,0.176,0.272,0.432,0.152,0.152,3.872,0.336,0.304,0.07476635514018691,0.06542056074766354,-0.5495327102803732,5.985046728971963,0.14018691588785046,0.37383177570093457,0.411214953271028,0.12149532710280374,0.08411214953271028,3.6542056074766354,0.3925233644859813,0.37383177570093457,0.08333333333333333,0.06944444444444445,-0.5666666666666665,5.952777777777775,0.1527777777777778,0.3055555555555556,0.375,0.2222222222222222,0.20833333333333334,4.097222222222222,0.4444444444444444,0.4166666666666667
vedolizumab,0.09917355371900827,0.09917355371900827,-0.6,5.985123966942147,0.19834710743801653,0.2975206611570248,0.39669421487603307,0.1322314049586777,0.1322314049586777,3.84297520661157,0.36363636363636365,0.32231404958677684,0.08928571428571429,0.07142857142857142,-0.5160714285714284,6.034821428571431,0.16071428571428573,0.33035714285714285,0.44642857142857145,0.10714285714285714,0.08035714285714286,3.642857142857143,0.3482142857142857,0.33035714285714285,0.1095890410958904,0.0821917808219178,-0.8780821917808218,5.986301369863011,0.1917808219178082,0.3698630136986301,0.3150684931506849,0.1917808219178082,0.1643835616438356,4.136986301369863,0.4246575342465753,0.410958904109589
veltuzumab,0.09090909090909091,0.08264462809917356,-0.546280991735537,5.958677685950411,0.17355371900826447,0.3305785123966942,0.3884297520661157,0.1487603305785124,0.14049586776859505,3.760330578512397,0.38016528925619836,0.371900826446281,0.08490566037735849,0.05660377358490566,-0.5235849056603769,6.047169811320754,0.14150943396226415,0.37735849056603776,0.41509433962264153,0.11320754716981132,0.08490566037735849,3.6132075471698113,0.36792452830188677,0.36792452830188677,0.08955223880597014,0.04477611940298507,-0.5925373134328358,6.008955223880594,0.13432835820895522,0.3880597014925373,0.3582089552238806,0.19402985074626866,0.1791044776119403,3.955223880597015,0.417910447761194,0.43283582089552236
zalutumumab,0.112,0.088,-0.5511999999999999,6.078399999999999,0.2,0.256,0.448,0.136,0.136,3.84,0.32,0.28,0.07476635514018691,0.08411214953271028,-0.5009345794392521,5.940186915887851,0.1588785046728972,0.35514018691588783,0.42990654205607476,0.102803738317757,0.056074766355140186,3.5700934579439254,0.38317757009345793,0.34579439252336447,0.09722222222222222,0.125,-0.5749999999999998,5.851388888888887,0.2222222222222222,0.2638888888888889,0.4166666666666667,0.16666666666666666,0.1527777777777778,3.9166666666666665,0.4166666666666667,0.3472222222222222
zanolimumab,0.0782608695652174,0.05217391304347826,-0.34086956521739126,6.026956521739128,0.13043478260869565,0.34782608695652173,0.4260869565217391,0.13043478260869565,0.10434782608695652,3.773913043478261,0.3217391304347826,0.3217391304347826,0.08411214953271028,0.06542056074766354,-0.5242990654205603,6.001869158878506,0.14953271028037382,0.37383177570093457,0.4205607476635514,0.11214953271028037,0.07476635514018691,3.616822429906542,0.3644859813084112,0.35514018691588783,0.06451612903225806,0.04838709677419355,-0.5838709677419355,5.933870967741934,0.11290322580645161,0.41935483870967744,0.3709677419354839,0.16129032258064516,0.11290322580645161,3.8225806451612905,0.3709677419354839,0.3548387096774194
atezolizumab,0.09322033898305085,0.07627118644067797,-0.37203389830508454,6.033898305084744,0.1694915254237288,0.2796610169491525,0.4576271186440678,0.1440677966101695,0.11864406779661017,3.7203389830508473,0.3220338983050847,0.288135593220339,0.08411214953271028,0.06542056074766354,-0.4757009345794388,6.0065420560747675,0.14953271028037382,0.35514018691588783,0.42990654205607476,0.12149532710280374,0.08411214953271028,3.6448598130841123,0.37383177570093457,0.3644859813084112,0.1076923076923077,0.06153846153846154,-0.3984615384615384,6.0492307692307685,0.16923076923076924,0.3076923076923077,0.4153846153846154,0.2153846153846154,0.15384615384615385,4.030769230769231,0.38461538461538464,0.38461538461538464
basiliximab,0.10256410256410256,0.06837606837606838,-0.5487179487179488,6.045299145299145,0.17094017094017094,0.3333333333333333,0.39316239316239315,0.15384615384615385,0.1452991452991453,3.8803418803418803,0.36752136752136755,0.36752136752136755,0.10576923076923077,0.057692307692307696,-0.7057692307692301,6.122115384615385,0.16346153846153846,0.38461538461538464,0.375,0.10576923076923077,0.125,3.5384615384615383,0.4230769230769231,0.4326923076923077,0.13114754098360656,0.08196721311475409,-1.054098360655738,6.049180327868848,0.21311475409836064,0.39344262295081966,0.26229508196721313,0.22950819672131148,0.19672131147540983,4.327868852459017,0.5081967213114754,0.4918032786885246
bavituximab,0.11666666666666667,0.08333333333333333,-0.5416666666666664,6.0133333333333345,0.2,0.325,0.375,0.15,0.14166666666666666,3.8333333333333335,0.38333333333333336,0.4083333333333333,0.08411214953271028,0.102803738317757,-0.6616822429906538,5.933644859813085,0.18691588785046728,0.35514018691588783,0.40186915887850466,0.08411214953271028,0.06542056074766354,3.5514018691588785,0.4205607476635514,0.35514018691588783,0.08955223880597014,0.07462686567164178,-0.607462686567164,5.917910447761192,0.16417910447761194,0.34328358208955223,0.373134328358209,0.19402985074626866,0.16417910447761194,3.970149253731343,0.417910447761194,0.40298507462686567
belimumab,0.10569105691056911,0.06504065040650407,-0.5739837398373978,6.113008130081299,0.17073170731707318,0.3252032520325203,0.4715447154471545,0.08130081300813008,0.08130081300813008,3.5365853658536586,0.2764227642276423,0.2601626016260163,0.07407407407407407,0.09259259259259259,-0.6259259259259253,5.911111111111109,0.16666666666666666,0.35185185185185186,0.4166666666666667,0.09259259259259259,0.07407407407407407,3.4722222222222223,0.37037037037037035,0.3055555555555556,0.1388888888888889,0.041666666666666664,-0.8694444444444448,6.224999999999998,0.18055555555555555,0.375,0.4305555555555556,0.1111111111111111,0.06944444444444445,3.7222222222222223,0.2638888888888889,0.2916666666666667
bimagrumab,0.09565217391304348,0.06086956521739131,-0.5686956521739128,6.105217391304345,0.1565217391304348,0.33043478260869563,0.41739130434782606,0.12173913043478261,0.12173913043478261,3.6869565217391305,0.34782608695652173,0.33043478260869563,0.07207207207207207,0.04504504504504504,-0.38108108108108074,6.004504504504504,0.11711711711711711,0.36036036036036034,0.45045045045045046,0.10810810810810811,0.09009009009009009,3.2612612612612613,0.36036036036036034,0.36936936936936937,0.05970149253731343,0.029850746268656716,-0.38059701492537323,6.002985074626864,0.08955223880597014,0.3582089552238806,0.417910447761194,0.19402985074626866,0.13432835820895522,3.5074626865671643,0.417910447761194,0.417910447761194
blosozumab,0.1016949152542373,0.1271186440677966,-0.6203389830508471,5.9033898305084715,0.2288135593220339,0.3050847457627119,0.3983050847457627,0.11864406779661017,0.1016949152542373,3.7457627118644066,0.3898305084745763,0.3389830508474576,0.09345794392523364,0.07476635514018691,-0.54018691588785,6.0252336448598145,0.16822429906542055,0.34579439252336447,0.40186915887850466,0.1308411214953271,0.102803738317757,3.7570093457943927,0.37383177570093457,0.3644859813084112,0.1076923076923077,0.13846153846153847,-0.7215384615384615,5.8261538461538445,0.24615384615384617,0.3230769230769231,0.3384615384615385,0.2,0.12307692307692308,4.230769230769231,0.4153846153846154,0.36923076923076925
bococizumab,0.11864406779661017,0.0847457627118644,-0.7355932203389828,6.12372881355932,0.2033898305084746,0.3220338983050847,0.3898305084745763,0.11864406779661017,0.1271186440677966,3.8220338983050848,0.3813559322033898,0.3559322033898305,0.102803738317757,0.056074766355140186,-0.685046728971962,6.153271028037384,0.1588785046728972,0.35514018691588783,0.40186915887850466,0.12149532710280374,0.09345794392523364,3.7476635514018692,0.37383177570093457,0.3644859813084112,0.15384615384615385,0.06153846153846154,-1.092307692307692,6.34153846153846,0.2153846153846154,0.3230769230769231,0.3384615384615385,0.18461538461538463,0.15384615384615385,4.2615384615384615,0.4153846153846154,0.4
briakinumab,0.13043478260869565,0.06956521739130435,-0.6791304347826086,6.147826086956521,0.2,0.3217391304347826,0.41739130434782606,0.12173913043478261,0.11304347826086956,3.782608695652174,0.3130434782608696,0.3130434782608696,0.09009009009009009,0.06306306306306306,-0.6216216216216213,6.073873873873873,0.15315315315315314,0.35135135135135137,0.43243243243243246,0.09009009009009009,0.07207207207207207,3.5225225225225225,0.35135135135135137,0.3333333333333333,0.1791044776119403,0.07462686567164178,-1.1313432835820898,6.211940298507461,0.2537313432835821,0.3880597014925373,0.31343283582089554,0.14925373134328357,0.11940298507462686,3.985074626865672,0.40298507462686567,0.44776119402985076
carlumab,0.07563025210084033,0.08403361344537816,-0.37310924369747905,5.955462184873949,0.15966386554621848,0.29411764705882354,0.46218487394957986,0.11764705882352941,0.10084033613445378,3.546218487394958,0.3445378151260504,0.3025210084033613,0.09174311926605505,0.08256880733944955,-0.48899082568807306,6.005504587155966,0.1743119266055046,0.3302752293577982,0.44954128440366975,0.11009174311926606,0.06422018348623854,3.669724770642202,0.3577981651376147,0.3211009174311927,0.08823529411764706,0.07352941176470588,-0.39558823529411763,5.951470588235293,0.16176470588235295,0.3088235294117647,0.47058823529411764,0.16176470588235295,0.08823529411764706,3.6911764705882355,0.35294117647058826,0.3235294117647059
cixutumumab,0.1,0.07692307692307693,-0.46153846153846145,6.05846153846154,0.17692307692307693,0.2923076923076923,0.4307692307692308,0.13846153846153847,0.13076923076923078,3.769230769230769,0.36153846153846153,0.34615384615384615,0.09259259259259259,0.09259259259259259,-0.6537037037037031,5.9953703703703685,0.18518518518518517,0.32407407407407407,0.4351851851851852,0.08333333333333333,0.06481481481481481,3.4722222222222223,0.35185185185185186,0.3055555555555556,0.12658227848101267,0.0759493670886076,-0.7316455696202533,6.1341772151898715,0.20253164556962025,0.27848101265822783,0.4177215189873418,0.17721518987341772,0.13924050632911392,4.025316455696203,0.35443037974683544,0.34177215189873417
codrituzumab,0.10434782608695652,0.08695652173913043,-0.5626086956521739,6.024347826086957,0.19130434782608696,0.3217391304347826,0.391304347826087,0.13043478260869565,0.13043478260869565,3.739130434782609,0.4,0.391304347826087,0.11607142857142858,0.07142857142857142,-0.6464285714285711,6.108035714285715,0.1875,0.35714285714285715,0.42857142857142855,0.08928571428571429,0.0625,3.732142857142857,0.33035714285714285,0.33035714285714285,0.1791044776119403,0.05970149253731343,-1.117910447761194,6.271641791044773,0.23880597014925373,0.43283582089552236,0.2835820895522388,0.16417910447761194,0.11940298507462686,4.253731343283582,0.43283582089552236,0.4925373134328358
dalotuzumab,0.09401709401709402,0.06837606837606838,-0.5205128205128203,6.075213675213674,0.1623931623931624,0.3162393162393162,0.41025641025641024,0.13675213675213677,0.1111111111111111,3.8461538461538463,0.358974358974359,0.3418803418803419,0.09821428571428571,0.07142857142857142,-0.49999999999999983,6.050000000000002,0.16964285714285715,0.33035714285714285,0.44642857142857145,0.10714285714285714,0.08035714285714286,3.75,0.32142857142857145,0.3125,0.13043478260869565,0.043478260869565216,-0.7666666666666666,6.189855072463766,0.17391304347826086,0.34782608695652173,0.34782608695652173,0.2028985507246377,0.15942028985507245,4.2898550724637685,0.36231884057971014,0.391304347826087
denosumab,0.07377049180327869,0.07377049180327869,-0.3524590163934424,5.9811475409836055,0.14754098360655737,0.30327868852459017,0.4672131147540984,0.11475409836065574,0.10655737704918032,3.5,0.3442622950819672,0.30327868852459017,0.1111111111111111,0.07407407407407407,-0.7490740740740731,6.193518518518521,0.18518518518518517,0.3055555555555556,0.4537037037037037,0.10185185185185185,0.05555555555555555,3.6574074074074074,0.3333333333333333,0.28703703703703703,0.1,0.04285714285714286,-0.657142857142857,6.202857142857141,0.14285714285714285,0.32857142857142857,0.44285714285714284,0.12857142857142856,0.11428571428571428,3.357142857142857,0.4,0.38571428571428573
drozitumab,0.09917355371900827,0.08264462809917356,-0.509090909090909,6.067768595041322,0.18181818181818182,0.256198347107438,0.4628099173553719,0.12396694214876033,0.11570247933884298,3.5950413223140494,0.30578512396694213,0.2644628099173554,0.06542056074766354,0.08411214953271028,-0.4999999999999997,5.891588785046727,0.14953271028037382,0.34579439252336447,0.4485981308411215,0.08411214953271028,0.06542056074766354,3.3271028037383177,0.35514018691588783,0.29906542056074764,0.08571428571428572,0.08571428571428572,-0.5500000000000002,5.918571428571427,0.17142857142857143,0.2857142857142857,0.44285714285714284,0.15714285714285714,0.12857142857142856,3.4571428571428573,0.35714285714285715,0.3142857142857143
duligotuzumab,0.08264462809917356,0.10743801652892562,-0.4082644628099173,5.919834710743802,0.19008264462809918,0.2644628099173554,0.47107438016528924,0.10743801652892562,0.09917355371900827,3.512396694214876,0.33884297520661155,0.2644628099173554,0.07476635514018691,0.08411214953271028,-0.56822429906542,5.941121495327105,0.1588785046728972,0.35514018691588783,0.4205607476635514,0.11214953271028037,0.07476635514018691,3.635514018691589,0.38317757009345793,0.34579439252336447,0.07352941176470588,0.14705882352941177,-0.6029411764705881,5.742647058823526,0.22058823529411764,0.27941176470588236,0.4264705882352941,0.1323529411764706,0.10294117647058823,3.6470588235294117,0.4264705882352941,0.3088235294117647
dupilumab,0.104,0.088,-0.6599999999999999,6.084799999999999,0.192,0.288,0.432,0.112,0.104,3.672,0.352,0.296,0.07142857142857142,0.08035714285714286,-0.4464285714285713,5.950000000000002,0.15178571428571427,0.3125,0.45535714285714285,0.11607142857142858,0.09821428571428571,3.705357142857143,0.35714285714285715,0.3125,0.1038961038961039,0.06493506493506493,-0.7272727272727268,6.133766233766232,0.16883116883116883,0.2987012987012987,0.4155844155844156,0.14285714285714285,0.14285714285714285,3.8181818181818183,0.4025974025974026,0.36363636363636365
emibetuzumab,0.12173913043478261,0.0782608695652174,-0.8382608695652171,6.152173913043474,0.2,0.33043478260869563,0.3739130434782609,0.12173913043478261,0.1391304347826087,3.8956521739130436,0.3565217391304348,0.33043478260869563,0.07407407407407407,0.05555555555555555,-0.35462962962962963,5.985185185185186,0.12962962962962962,0.37962962962962965,0.42592592592592593,0.1111111111111111,0.08333333333333333,3.5,0.4074074074074074,0.4074074074074074,0.1111111111111111,0.047619047619047616,-0.7603174603174603,6.111111111111108,0.15873015873015872,0.3968253968253968,0.3333333333333333,0.1746031746031746,0.15873015873015872,4.111111111111111,0.42857142857142855,0.42857142857142855
etrolizumab,0.07692307692307693,0.05982905982905983,-0.4136752136752135,6.02222222222222,0.13675213675213677,0.3247863247863248,0.4358974358974359,0.15384615384615385,0.1111111111111111,3.7264957264957266,0.3504273504273504,0.3162393162393162,0.09345794392523364,0.08411214953271028,-0.6523364485981301,5.985046728971963,0.17757009345794392,0.37383177570093457,0.411214953271028,0.08411214953271028,0.056074766355140186,3.5700934579439254,0.3644859813084112,0.34579439252336447,0.0625,0.0625,-0.5828125000000001,5.862499999999997,0.125,0.421875,0.359375,0.171875,0.109375,3.796875,0.4375,0.40625
figitumumab,0.072,0.08,-0.4071999999999998,5.9464000000000015,0.152,0.304,0.432,0.144,0.136,3.664,0.384,0.328,0.1308411214953271,0.06542056074766354,-0.7850467289719617,6.200934579439254,0.19626168224299065,0.34579439252336447,0.4205607476635514,0.102803738317757,0.06542056074766354,3.7476635514018692,0.3177570093457944,0.3177570093457944,0.1111111111111111,0.06944444444444445,-0.5972222222222222,6.040277777777777,0.18055555555555555,0.3055555555555556,0.4166666666666667,0.16666666666666666,0.1527777777777778,3.7222222222222223,0.375,0.3611111111111111
foralumab,0.13559322033898305,0.06779661016949153,-0.5635593220338984,6.216949152542372,0.2033898305084746,0.2542372881355932,0.4491525423728814,0.1440677966101695,0.13559322033898305,3.940677966101695,0.2796610169491525,0.2796610169491525,0.08333333333333333,0.07407407407407407,-0.5666666666666663,6.058333333333333,0.1574074074074074,0.32407407407407407,0.4537037037037037,0.10185185185185185,0.06481481481481481,3.6203703703703702,0.3425925925925926,0.2962962962962963,0.15151515151515152,0.06060606060606061,-0.771212121212121,6.2454545454545425,0.21212121212121213,0.2878787878787879,0.3939393939393939,0.18181818181818182,0.16666666666666666,4.151515151515151,0.3181818181818182,0.3484848484848485
ganitumab,0.09243697478991597,0.058823529411764705,-0.47815126050420154,6.073949579831931,0.15126050420168066,0.36134453781512604,0.4117647058823529,0.10084033613445378,0.09243697478991597,3.596638655462185,0.3445378151260504,0.3445378151260504,0.08928571428571429,0.08035714285714286,-0.4785714285714283,5.992857142857145,0.16964285714285715,0.32142857142857145,0.45535714285714285,0.09821428571428571,0.08928571428571429,3.6607142857142856,0.33035714285714285,0.30357142857142855,0.11267605633802817,0.056338028169014086,-0.7985915492957744,6.071830985915492,0.16901408450704225,0.43661971830985913,0.323943661971831,0.1267605633802817,0.1267605633802817,3.8732394366197185,0.39436619718309857,0.39436619718309857
gantenerumab,0.1111111111111111,0.06349206349206349,-0.5690476190476189,6.150793650793651,0.1746031746031746,0.29365079365079366,0.4444444444444444,0.12698412698412698,0.1111111111111111,3.6746031746031744,0.3253968253968254,0.30952380952380953,0.07407407407407407,0.06481481481481481,-0.4453703703703699,6.0314814814814826,0.1388888888888889,0.3333333333333333,0.46296296296296297,0.10185185185185185,0.07407407407407407,3.5462962962962963,0.3611111111111111,0.32407407407407407,0.12162162162162163,0.02702702702702703,-0.6337837837837835,6.272972972972971,0.14864864864864866,0.32432432432432434,0.43243243243243246,0.14864864864864866,0.13513513513513514,3.6216216216216215,0.3783783783783784,0.40540540540540543
guselkumab,0.09401709401709402,0.06837606837606838,-0.4606837606837605,6.053846153846154,0.1623931623931624,0.29914529914529914,0.41025641025641024,0.15384615384615385,0.15384615384615385,3.8974358974358974,0.3504273504273504,0.3504273504273504,0.07207207207207207,0.06306306306306306,-0.36126126126126107,5.99189189189189,0.13513513513513514,0.34234234234234234,0.46846846846846846,0.08108108108108109,0.06306306306306306,3.27027027027027,0.35135135135135137,0.3333333333333333,0.08695652173913043,0.057971014492753624,-0.5130434782608696,6.026086956521738,0.14492753623188406,0.3333333333333333,0.391304347826087,0.18840579710144928,0.14492753623188406,3.8840579710144927,0.4057971014492754,0.391304347826087
imgatuzumab,0.1,0.06666666666666667,-0.5349999999999999,6.067499999999999,0.16666666666666666,0.325,0.4166666666666667,0.13333333333333333,0.125,3.7,0.35833333333333334,0.35833333333333334,0.09433962264150944,0.05660377358490566,-0.7301886792452824,6.059433962264151,0.1509433962264151,0.4056603773584906,0.39622641509433965,0.10377358490566038,0.0660377358490566,3.7547169811320753,0.330188679245283,0.330188679245283,0.09090909090909091,0.030303030303030304,-0.6909090909090908,6.021212121212116,0.12121212121212122,0.4090909090909091,0.3939393939393939,0.18181818181818182,0.12121212121212122,4.0606060606060606,0.30303030303030304,0.3333333333333333
infliximab,0.11666666666666667,0.10833333333333334,-0.7033333333333331,6.005,0.225,0.31666666666666665,0.375,0.125,0.125,3.8666666666666667,0.39166666666666666,0.35,0.08411214953271028,0.08411214953271028,-0.544859813084112,5.938317757009346,0.16822429906542055,0.38317757009345793,0.411214953271028,0.11214953271028037,0.06542056074766354,3.691588785046729,0.38317757009345793,0.3364485981308411,0.13432835820895522,0.05970149253731343,-0.7761194029850746,6.068656716417907,0.19402985074626866,0.43283582089552236,0.31343283582089554,0.1791044776119403,0.14925373134328357,4.134328358208955,0.417910447761194,0.44776119402985076
inotuzumab,0.10743801652892562,0.06611570247933884,-0.5884297520661155,6.131404958677686,0.17355371900826447,0.2975206611570248,0.4132231404958678,0.1487603305785124,0.14049586776859505,3.87603305785124,0.3305785123966942,0.3140495867768595,0.08928571428571429,0.0625,-0.5249999999999997,6.014285714285715,0.15178571428571427,0.38392857142857145,0.41964285714285715,0.11607142857142858,0.0625,3.6517857142857144,0.36607142857142855,0.35714285714285715,0.1232876712328767,0.0136986301369863,-0.83972602739726,6.273972602739723,0.136986301369863,0.3698630136986301,0.3698630136986301,0.2191780821917808,0.1506849315068493,4.232876712328767,0.3150684931506849,0.3424657534246575
ixekizumab,0.10084033613445378,0.08403361344537816,-0.5470588235294117,6.013445378151259,0.18487394957983194,0.31932773109243695,0.40336134453781514,0.13445378151260504,0.13445378151260504,3.80672268907563,0.37815126050420167,0.35294117647058826,0.125,0.0625,-0.597321428571428,6.172321428571431,0.1875,0.3482142857142857,0.4375,0.09821428571428571,0.0625,3.767857142857143,0.33035714285714285,0.3392857142857143,0.18309859154929578,0.04225352112676056,-0.8746478873239438,6.340845070422534,0.22535211267605634,0.38028169014084506,0.352112676056338,0.18309859154929578,0.1267605633802817,4.309859154929577,0.38028169014084506,0.43661971830985913
lenzilumab,0.12605042016806722,0.058823529411764705,-0.7605042016806721,6.215126050420167,0.18487394957983194,0.31932773109243695,0.3865546218487395,0.15126050420168066,0.13445378151260504,4.033613445378151,0.3277310924369748,0.3277310924369748,0.09345794392523364,0.07476635514018691,-0.6224299065420557,6.0822429906542075,0.16822429906542055,0.34579439252336447,0.4392523364485981,0.09345794392523364,0.04672897196261682,3.560747663551402,0.35514018691588783,0.3177570093457944,0.13636363636363635,0.015151515151515152,-1.0318181818181815,6.325757575757573,0.15151515151515152,0.4090909090909091,0.3333333333333333,0.19696969696969696,0.12121212121212122,4.242424242424242,0.3333333333333333,0.3787878787878788
