name,dipole_moment,hyd_moment,net_charge,pro_pI_3D
ADI-24280.VL  ADI-24280.VH,311.96677,194.86772,-0.21252596,6.4555664
ADI-24271.VL  ADI-24271.VH,678.49921,422.32828,0.51788485,7.737793
ADI-24285.VL  ADI-24285.VH,426.96313,379.92838,4.4673619,8.8950195
ADI-24260.VL  ADI-24260.VH,545.55817,324.75256,-0.8336156,7.0200195
ADI-24296.VL  ADI-24296.VH,446.31891,384.46237,3.6633229,8.543457
ADI-24311.VL  ADI-24311.VH,332.67093,333.36481,0.20953096,7.4008789
ADI-24304.VL  ADI-24304.VH,295.50958,530.84381,-1.2818717,5.7700195
ADI-24358.VL  ADI-24358.VH,372.27933,214.99483,5.8838906,8.777832
ADI-24368.VL  ADI-24368.VH,537.43298,288.0433,0.067000777,7.5327148
ADI-24329.VL  ADI-24329.VH,263.21027,260.93042,2.3457263,7.8989258
ADI-24309.VL  ADI-24309.VH,302.8233,352.98199,-0.17232013,6.5805664
ADI-24352.VL  ADI-24352.VH,420.37701,210.03685,2.0463543,7.8256836
ADI-24349.VL  ADI-24349.VH,515.63916,460.96475,1.9859437,7.972168
ADI-24363.VL  ADI-24363.VH,452.56009,475.71487,3.1969633,8.1186523
ADI-24310.VL  ADI-24310.VH,411.7963,227.3714,2.3670661,8.3237305
ADI-24369.VL  ADI-24369.VH,357.6268,187.37752,2.0081122,7.9135742
ADI-24320.VL  ADI-24320.VH,390.40549,584.20789,6.1933064,8.7631836
ADI-24371.VL  ADI-24371.VH,385.13995,413.05804,-0.41896442,7.371582
ADI-46700.VL  ADI-46700.VH,367.90302,286.8262,2.2875087,7.9135742
ADI-37121.VL  ADI-37121.VH,537.5636,320.79321,0.25045693,7.7963867
ADI-45472.VL  ADI-45472.VH,479.57715,582.67267,-4.0791345,5.097168
ADI-46699.VL  ADI-46699.VH,401.61169,437.97842,4.6345711,9.246582
ADI-45403.VL  ADI-45403.VH,395.97873,630.42023,0.15290466,7.5913086
ADI-54487.VL  ADI-54487.VH,494.65787,540.99591,5.2078671,8.8510742
ADI-45474.VL  ADI-45474.VH,344.12222,157.06506,-0.09745755,6.6977539
ADI-46701.VL  ADI-46701.VH,549.08167,465.73755,2.8836565,8.3530273
ADI-46703.VL  ADI-46703.VH,147.72273,315.48175,0.032650787,7.5327148
ADI-46702.VL  ADI-46702.VH,414.69858,322.09335,1.8593978,8.074707
ADI-46671.VL  ADI-46671.VH,428.36148,591.90881,1.9056861,8.1186523
ADI-45363.VL  ADI-45363.VH,583.05518,335.95914,4.5618663,8.9536133
ADI-45436.VL  ADI-45436.VH,342.87985,267.08636,3.6281104,8.5581055
ADI-46673.VL  ADI-46673.VH,317.22086,479.66977,1.9349447,8.1625977
ADI-45361.VL  ADI-45361.VH,395.62341,618.31744,2.7083778,8.4848633
ADI-45360.VL  ADI-45360.VH,694.34656,346.90112,-0.28284094,7.4301758
ADI-45359.VL  ADI-45359.VH,363.81381,226.56917,2.6535745,8.2797852
ADI-45364.VL  ADI-45364.VH,282.371,306.49261,-1.1553766,6.2143555
ADI-46674.VL  ADI-46674.VH,199.2244,145.74745,2.4831254,7.8696289
ADI-45477.VL  ADI-45477.VH,693.8736,229.19203,0.1583073,7.7963867
ADI-45410.VL  ADI-45410.VH,384.89038,271.68591,2.3877354,8.543457
ADI-46707.VL  ADI-46707.VH,349.28772,466.0853,1.1987768,7.9575195
ADI-45480.VL  ADI-45480.VH,294.51697,90.553429,2.5543284,8.1333008
ADI-45408.VL  ADI-45408.VH,653.51874,335.57706,0.23516034,7.7231445
ADI-46706.VL  ADI-46706.VH,573.62109,296.73471,-2.2376325,5.4780273
ADI-45406.VL  ADI-45406.VH,485.5098,285.61142,1.9694147,7.605957
ADI-46705.VL  ADI-46705.VH,361.52396,382.08978,1.9844366,7.9135742
ADI-45475.VL  ADI-45475.VH,217.66235,274.99536,-2.2791691,5.6938477
ADI-46708.VL  ADI-46708.VH,260.76868,338.27936,2.4578507,8.1040039
ADI-45409.VL  ADI-45409.VH,559.8653,453.52914,-2.3642375,5.6811523
ADI-46704.VL  ADI-46704.VH,527.52625,146.7542,5.9099374,8.8803711
ADI-45405.VL  ADI-45405.VH,496.78687,267.03244,4.7767596,8.6020508
ADI-45383.VL  ADI-45383.VH,664.14307,438.03946,4.0645061,8.7045898
ADI-45389.VL  ADI-45389.VH,744.08197,414.54706,2.8755777,7.840332
ADI-54488.VL  ADI-54488.VH,382.32764,333.63306,-0.93595785,6.5366211
ADI-45467.VL  ADI-45467.VH,626.12158,540.1767,0.28929639,7.4155273
ADI-46685.VL  ADI-46685.VH,591.66669,174.58319,3.8082564,9.2172852
ADI-45390.VL  ADI-45390.VH,373.55698,446.48413,2.6702261,7.7817383
ADI-54489.VL  ADI-54489.VH,402.8826,693.72363,-3.5157335,5.1352539
ADI-45450.VL  ADI-45450.VH,384.20547,297.21991,3.6793616,8.8071289
ADI-46691.VL  ADI-46691.VH,393.1098,89.461823,0.61790985,7.8256836
ADI-46686.VL  ADI-46686.VH,166.32143,174.28117,0.13591082,7.8256836
ADI-46684.VL  ADI-46684.VH,417.77008,197.44014,3.7227657,8.5727539
ADI-45449.VL  ADI-45449.VH,316.33588,609.93591,0.024364205,7.6645508
ADI-45387.VL  ADI-45387.VH,498.43878,432.46378,-0.15590528,6.6538086
ADI-45462.VL  ADI-45462.VH,526.28162,350.88879,-0.19493964,6.3666992
ADI-45464.VL  ADI-45464.VH,427.33801,306.72073,0.10264895,7.4887695
ADI-45468.VL  ADI-45468.VH,471.495,511.99356,0.066704758,7.5913086
ADI-46697.VL  ADI-46697.VH,411.34085,256.02921,0.53994358,7.7963867
ADI-46688.VL  ADI-46688.VH,399.12079,234.14603,2.1563628,8.1040039
ADI-46690.VL  ADI-46690.VH,513.1131,246.68777,3.0579808,8.7192383
ADI-45457.VL  ADI-45457.VH,428.57303,210.84914,2.3585396,8.1186523
ADI-46695.VL  ADI-46695.VH,384.33841,264.57129,2.7880328,8.4116211
ADI-46693.VL  ADI-46693.VH,395.3959,425.49966,0.052167848,7.4594727
ADI-47219.VL  ADI-47219.VH,569.52216,757.12445,1.204078,7.7084961
ADI-46687.VL  ADI-46687.VH,622.21973,116.85725,0.049243659,7.3422852
ADI-45454.VL  ADI-45454.VH,587.32874,544.93311,1.9201258,8.0014648
ADI-45392.VL  ADI-45392.VH,576.21082,120.63306,0.39490643,7.7231445
ADI-46692.VL  ADI-46692.VH,208.70146,220.50163,-1.0673544,7.5180664
ADI-45391.VL  ADI-45391.VH,717.78931,391.8707,2.8639386,8.0014648
ADI-46689.VL  ADI-46689.VH,458.69443,193.66624,0.063972853,7.4887695
ADI-45379.VL  ADI-45379.VH,160.31519,429.9166,-2.0837812,5.6303711
ADI-45378.VL  ADI-45378.VH,567.87231,684.24774,0.076427422,7.5913086
ADI-45446.VL  ADI-45446.VH,464.80493,290.98981,3.796535,8.6166992
ADI-46677.VL  ADI-46677.VH,470.11264,163.51578,-0.23722741,6.8881836
ADI-45438.VL  ADI-45438.VH,344.9617,348.96246,-0.140396,6.4047852
ADI-45437.VL  ADI-45437.VH,446.77582,467.26364,2.4655232,8.4848633
ADI-45447.VL  ADI-45447.VH,311.7103,211.36514,-0.86836469,6.4936523
ADI-46678.VL  ADI-46678.VH,480.43076,154.54231,5.4858923,9.3637695
ADI-38502.VL  ADI-38502.VH,353.2348,174.41075,2.7085013,8.4702148
ADI-45374.VL  ADI-45374.VH,665.69598,299.14233,-0.10577222,6.315918
ADI-45377.VL  ADI-45377.VH,368.67593,417.3884,1.8549724,7.6791992
ADI-45372.VL  ADI-45372.VH,528.90137,188.57439,5.4141951,9.2612305
ADI-45441.VL  ADI-45441.VH,467.76682,236.84531,-1.1817447,6.2905273
ADI-45445.VL  ADI-45445.VH,600.54913,208.09099,3.6900389,8.2211914
ADI-47224.VL  ADI-47224.VH,692.17651,444.5574,2.9440148,8.3676758
ADI-45381.VL  ADI-45381.VH,144.57634,463.94385,0.068473339,7.503418
ADI-46680.VL  ADI-46680.VH,534.00653,583.93463,-1.3481135,5.8334961
ADI-45448.VL  ADI-45448.VH,304.42419,439.35974,6.9959321,9.2905273
ADI-46683.VL  ADI-46683.VH,279.68579,246.70149,4.6993985,9.1879883
ADI-46681.VL  ADI-46681.VH,313.28574,420.60165,3.7877157,8.4995117
ADI-15857.VL  ADI-15857.VH,526.98816,398.24985,3.3121247,8.3530273
ADI-15808.VL  ADI-15808.VH,593.27393,564.25623,4.1843157,8.7192383
ADI-15842.VL  ADI-15842.VH,528.65833,217.10255,6.4370966,9.4370117
ADI-15772.VL  ADI-15772.VH,729.49219,300.95123,3.896796,8.5581055
ADI-15875.VL  ADI-15875.VH,408.97104,426.78653,4.0608315,8.6020508
ADI-46709.VL  ADI-46709.VH,303.22455,327.63663,-1.0840091,7.1518555
ADI-15895.VL  ADI-15895.VH,423.37546,681.83087,-3.1824832,5.262207
ADI-18976.VL  ADI-18976.VH,274.48016,712.56122,2.6420219,8.2211914
ADI-45483.VL  ADI-45483.VH,336.38434,305.12204,-0.32472178,7.3129883
ADI-54490.VL  ADI-54490.VH,463.25729,322.46765,-2.9960134,6.5366211
ADI-45484.VL  ADI-45484.VH,670.85095,389.48346,3.0134923,8.440918
ADI-15821.VL  ADI-15821.VH,232.47572,151.57451,2.3392479,8.5141602
ADI-24305.VL  ADI-24305.VH,560.60284,685.26813,2.9436975,8.1040039
ADI-15880.VL  ADI-15880.VH,438.07581,117.56516,1.9454191,7.8549805
ADI-24217.VL  ADI-24217.VH,458.77591,131.4904,7.5992856,9.1147461
ADI-45485.VL  ADI-45485.VH,433.96927,273.37048,-0.61284834,5.9477539
ADI-15561.VL  ADI-15561.VH,484.3772,358.47375,5.4087029,9.246582
ADI-45414.VL  ADI-45414.VH,323.13354,324.01056,1.9284362,7.7231445
ADI-45415.VL  ADI-45415.VH,599.8913,437.76382,-2.328872,4.8813477
ADI-19016.VL  ADI-19016.VH,474.88998,470.42886,0.12699053,7.4594727
ADI-45487.VL  ADI-45487.VH,322.6864,273.06781,2.843276,8.440918
ADI-45488.VL  ADI-45488.VH,495.97003,489.94922,1.997714,8.074707
ADI-15943.VL  ADI-15943.VH,572.2486,415.64737,3.2044044,8.2797852
ADI-18977.VL  ADI-18977.VH,578.63141,338.03641,3.8569317,8.8510742
ADI-15954.VL  ADI-15954.VH,635.75439,230.77214,-1.3661362,5.8461914
ADI-45419.VL  ADI-45419.VH,533.84534,361.01538,-0.41694105,7.7231445
ADI-24372.VL  ADI-24372.VH,315.60638,270.60071,5.3240471,8.8657227
ADI-15833.VL  ADI-15833.VH,642.80286,438.19928,3.6595302,9.1000977
ADI-15868.VL  ADI-15868.VH,347.57639,576.94733,3.6282969,8.8657227
ADI-15902.VL  ADI-15902.VH,545.74878,280.5672,3.0973556,9.0854492
ADI-15988.VL  ADI-15988.VH,634.35077,368.68851,4.577198,8.8950195
ADI-45421.VL  ADI-45421.VH,410.63525,161.59605,4.5629034,9.1147461
ADI-45422.VL  ADI-45422.VH,500.70447,62.436684,4.5972953,8.9682617
ADI-46710.VL  ADI-46710.VH,660.84937,409.50656,7.3152585,9.5395508
ADI-15822.VL  ADI-15822.VH,498.99353,431.3692,6.5999255,9.2758789
ADI-15738.VL  ADI-15738.VH,494.18307,319.39023,5.6138344,9.2026367
ADI-15746.VL  ADI-15746.VH,454.73224,165.66864,3.9110379,8.9243164
ADI-15978.VL  ADI-15978.VH,594.23895,562.7392,3.9485719,8.4555664
ADI-15862.VL  ADI-15862.VH,535.4837,269.54501,4.6579747,8.8657227
ADI-15656.VL  ADI-15656.VH,421.5864,389.28561,4.2066903,8.3237305
ADI-18922.VL  ADI-18922.VH,205.5762,252.79602,3.632,8.5727539
ADI-15626.VL  ADI-15626.VH,213.64111,310.3862,0.44172412,7.9135742
ADI-15904.VL  ADI-15904.VH,491.0368,244.90131,6.5639215,9.4663086
ADI-24239.VL  ADI-24239.VH,479.33408,388.52798,0.39316061,7.6499023
ADI-15793.VL  ADI-15793.VH,415.04474,475.20459,3.8009672,8.7338867
ADI-15594.VL  ADI-15594.VH,572.19788,288.9519,2.0896018,8.0454102
ADI-38501.VL  ADI-38501.VH,518.12738,270.06253,2.4745736,7.8110352
ADI-15849.VL  ADI-15849.VH,554.63959,368.61856,2.8279917,8.5141602
ADI-15742.VL  ADI-15742.VH,457.41635,173.06419,2.0118897,8.1479492
ADI-24373.VL  ADI-24373.VH,549.15082,298.71542,1.9170986,8.0454102
ADI-16026.VL  ADI-16026.VH,481.61911,242.05641,4.6648741,8.9536133
ADI-15980.VL  ADI-15980.VH,749.91193,421.01569,3.0482943,8.7192383
ADI-15871.VL  ADI-15871.VH,469.33441,213.32185,2.8397522,8.2797852
ADI-15755.VL  ADI-15755.VH,545.49384,414.927,3.0242519,8.8803711
ADI-24229.VL  ADI-24229.VH,505.71066,292.70645,4.0688314,9.1879883
ADI-15863.VL  ADI-15863.VH,556.05011,469.48996,2.3271527,8.2797852
ADI-46711.VL  ADI-46711.VH,414.0163,309.69946,3.9850965,8.6313477
ADI-16039.VL  ADI-16039.VH,498.02573,135.25714,2.7995069,8.206543
ADI-46712.VL  ADI-46712.VH,366.19223,628.57239,3.5405509,8.9389648
ADI-18956.VL  ADI-18956.VH,591.33948,179.23589,2.0734425,8.3237305
ADI-24223.VL  ADI-24223.VH,409.51068,421.332,1.3766596,7.8696289
ADI-45492.VL  ADI-45492.VH,546.12805,346.23032,8.4637623,9.612793
ADI-15616.VL  ADI-15616.VH,628.89911,249.02576,6.2967339,9.378418
ADI-15921.VL  ADI-15921.VH,581.46344,307.27332,4.3888755,9.1879883
ADI-45493.VL  ADI-45493.VH,665.51624,826.7226,4.615715,8.9682617
ADI-18984.VL  ADI-18984.VH,369.2406,297.39157,5.2455168,8.9829102
ADI-15918.VL  ADI-15918.VH,390.93573,539.66772,3.7617118,8.9243164
ADI-24344.VL  ADI-24344.VH,280.11313,247.36192,0.045853149,7.2836914
ADI-45494.VL  ADI-45494.VH,397.40521,348.94504,5.4166827,8.9829102
ADI-15916.VL  ADI-15916.VH,663.48669,398.30853,2.3611367,8.6020508
ADI-24322.VL  ADI-24322.VH,445.20218,192.59517,5.9951663,9.2026367
ADI-16002.VL  ADI-16002.VH,492.54239,471.74435,2.6403873,8.3676758
ADI-15925.VL  ADI-15925.VH,637.74353,300.77734,2.9189382,8.7192383
ADI-16021.VL  ADI-16021.VH,693.0321,320.40927,8.434576,9.6567383
ADI-14556.VL  ADI-14556.VH,483.6066,420.32593,1.9701492,8.1479492
ADI-24212.VL  ADI-24212.VH,638.73798,463.67084,4.1061554,8.9243164
ADI-15819.VL  ADI-15819.VH,471.74301,288.42969,6.4839211,9.5688477
ADI-15897.VL  ADI-15897.VH,692.2605,441.61377,2.2418549,8.4848633
ADI-15781.VL  ADI-15781.VH,325.69336,276.80237,6.0151219,9.1586914
ADI-15574.VL  ADI-15574.VH,563.09381,338.17691,6.3977447,9.4516602
ADI-15780.VL  ADI-15780.VH,585.12915,294.52182,4.704484,8.7924805
ADI-15950.VL  ADI-15950.VH,463.90518,647.73248,4.83603,8.8950195
ADI-15908.VL  ADI-15908.VH,556.49615,685.8927,5.0156655,8.6313477
ADI-15979.VL  ADI-15979.VH,445.3739,540.2558,1.948705,7.7524414
ADI-14526.VL  ADI-14526.VH,397.07614,624.72461,3.6308141,8.7192383
ADI-15924.VL  ADI-15924.VH,526.4223,652.37708,1.8038789,7.8989258
ADI-24335.VL  ADI-24335.VH,380.3335,366.78528,-1.8983042,5.8461914
ADI-15935.VL  ADI-15935.VH,818.21844,319.89584,4.7900982,8.9829102
ADI-46713.VL  ADI-46713.VH,552.41937,313.75516,2.9570658,8.7631836
ADI-15929.VL  ADI-15929.VH,667.11658,302.56931,2.3391476,8.3969727
ADI-15966.VL  ADI-15966.VH,469.26782,326.97473,5.6168723,9.0415039
ADI-15956.VL  ADI-15956.VH,660.92603,280.14511,4.6960063,9.0708008
ADI-15811.VL  ADI-15811.VH,513.64697,323.09045,4.961226,9.2612305
ADI-45429.VL  ADI-45429.VH,571.51355,467.16638,4.6092801,8.9829102
ADI-15834.VL  ADI-15834.VH,463.4003,156.56171,0.4298681,7.8256836
ADI-15998.VL  ADI-15998.VH,603.60095,103.48716,-0.01516463,7.2397461
ADI-15751.VL  ADI-15751.VH,508.55914,456.03012,4.2001805,8.7045898
ADI-15572.VL  ADI-15572.VH,474.68353,263.30252,4.6896787,9.0268555
ADI-15941.VL  ADI-15941.VH,597.1319,544.39478,3.8429677,8.3383789
ADI-16005.VL  ADI-16005.VH,423.0108,644.93542,4.472456,8.8803711
ADI-15927.VL  ADI-15927.VH,411.05231,363.5925,4.5502453,8.7485352
ADI-15878.VL  ADI-15878.VH,612.64673,157.61505,2.8976996,8.2651367
ADI-15965.VL  ADI-15965.VH,410.42099,272.38724,2.3544867,8.7045898
ADI-15852.VL  ADI-15852.VH,456.6647,469.66666,3.7362754,8.9536133
ADI-15732.VL  ADI-15732.VH,587.50684,283.75031,7.6882501,9.7299805
ADI-24268.VL  ADI-24268.VH,465.27438,569.9837,5.4059281,8.8657227
ADI-24312.VL  ADI-24312.VH,607.78802,525.54126,4.8282356,9.0854492
ADI-15784.VL  ADI-15784.VH,729.76361,272.93359,4.8108363,8.5727539
ADI-46714.VL  ADI-46714.VH,424.71173,348.91245,5.3765912,9.3344727
ADI-45496.VL  ADI-45496.VH,559.90137,405.03928,5.9237723,9.3491211
ADI-15879.VL  ADI-15879.VH,618.3266,363.6012,3.7471857,8.8217773
ADI-45433.VL  ADI-45433.VH,716.78632,315.78214,0.31493282,7.840332
ADI-15820.VL  ADI-15820.VH,599.34717,383.27954,5.6970334,8.8657227
ADI-15991.VL  ADI-15991.VH,468.10477,270.86938,5.5259061,9.0268555
ADI-45497.VL  ADI-45497.VH,446.73682,273.84296,4.5530791,8.8950195
ADI-15893.VL  ADI-15893.VH,471.55429,294.7088,4.0369463,8.7338867
ADI-15825.VL  ADI-15825.VH,620.89691,374.23871,5.6779046,9.3491211
ADI-15783.VL  ADI-15783.VH,443.46445,526.93988,3.8191454,8.4702148
ADI-45435.VL  ADI-45435.VH,510.94897,665.45581,2.8573909,8.1040039
ADI-15883.VL  ADI-15883.VH,662.67468,423.52844,7.5377026,9.5688477
ADI-16061.VL  ADI-16061.VH,567.62878,192.54164,3.7159145,8.3676758
ADI-16062.VL  ADI-16062.VH,350.57373,306.67993,7.5286069,9.4223633
ADI-15845.VL  ADI-15845.VH,489.17877,574.19501,4.6253433,8.7924805
ADI-24248.VL  ADI-24248.VH,322.96573,252.03065,5.6313615,9.144043
ADI-15805.VL  ADI-15805.VH,417.34329,441.07477,10.390132,9.8325195
ADI-24339.VL  ADI-24339.VH,555.52051,340.39166,4.5716271,8.8950195
ADI-15847.VL  ADI-15847.VH,563.13983,141.03288,6.5214324,9.2612305
ADI-15844.VL  ADI-15844.VH,589.23706,692.42407,3.1438179,8.309082
SAD8041_P01_F06.L  SAD8041_P01_F06.H,361.57498,552.89746,4.7186561,8.675293
SAD8041_P02_H06.L  SAD8041_P02_H06.H,380.69067,160.48326,4.5542483,8.6606445
SAD8041_P01_G07.L  SAD8041_P01_G07.H,546.1048,513.98895,-1.0160731,6.8588867
SAD8041_P02_E03.L  SAD8041_P02_E03.H,489.34186,220.63242,2.4728377,8.309082
SAD8041_P01_F07.L  SAD8041_P01_F07.H,501.56003,242.08235,2.0433033,8.1186523
SAD8041_P01_A11.L  SAD8041_P01_A11.H,441.71664,392.77927,-0.59822506,6.9467773
SAD8041_P02_H02.L  SAD8041_P02_H02.H,358.02325,142.67853,-4.1411791,6.0874023
SAD8041_P01_H09.L  SAD8041_P01_H09.H,154.69778,139.73328,-3.3750315,5.5415039
SAD8041_P01_D08.L  SAD8041_P01_D08.H,354.90829,692.73352,3.5703421,8.8071289
SAD8041_P01_F11.L  SAD8041_P01_F11.H,375.76108,262.51151,2.7095721,7.8256836
SAD4979_P01_C12.L  SAD4979_P01_C12.H,449.1387,428.97247,4.4746313,9.0708008
SAD4979_P09_D04.L  SAD4979_P09_D04.H,392.12769,193.40585,3.8257318,8.7631836
SAD4979_P09_D02.L  SAD4979_P09_D02.H,374.06067,546.54504,2.7887623,8.1479492
SAD4979_P10_E10.L  SAD4979_P10_E10.H,517.00946,703.66278,2.8143814,8.2944336
SAD4979_P12_A04.L  SAD4979_P12_A04.H,538.59601,214.34627,-0.3027924,6.800293
SAD4979_P05_F03.L  SAD4979_P05_F03.H,372.80408,372.11734,2.7838261,8.2944336
SAD4979_P11_E01.L  SAD4979_P11_E01.H,425.71689,312.24219,4.8280573,8.4848633
SAD4979_P07_B06.L  SAD4979_P07_B06.H,469.30853,876.62592,4.0931368,7.9135742
SAD4979_P10_F12.L  SAD4979_P10_F12.H,392.48941,226.26912,3.2476211,7.972168
SAD4979_P03_F06.L  SAD4979_P03_F06.H,364.53525,205.42622,3.7946975,8.7485352
SAD4979_P09_B04.L  SAD4979_P09_B04.H,243.15222,310.52966,-1.2428424,5.9731445
SAD4979_P12_D01.L  SAD4979_P12_D01.H,342.25043,748.14166,-3.0408373,5.4526367
SAD4979_P02_A07.L  SAD4979_P02_A07.H,153.20795,109.96564,0.14821579,7.5766602
SAD4979_P06_E09.L  SAD4979_P06_E09.H,217.60985,482.60504,2.7179499,7.7670898
SAD4979_P03_F01.L  SAD4979_P03_F01.H,423.30966,758.54443,-0.21323697,7.6352539
SAD4979_P03_E12.L  SAD4979_P03_E12.H,527.37354,641.1488,-1.2381873,5.1606445
SAD4979_P12_A01.L  SAD4979_P12_A01.H,461.39166,699.37213,4.6626673,8.4995117
SAD4979_P11_F07.L  SAD4979_P11_F07.H,469.1355,421.88498,3.0634899,8.4995117
SAD4979_P06_B07.L  SAD4979_P06_B07.H,496.14609,531.04944,-2.4414029,6.277832
SAD4979_P11_G12.L  SAD4979_P11_G12.H,816.61993,633.60474,3.0776074,8.8364258
SAD4979_P06_E10.L  SAD4979_P06_E10.H,607.43488,354.54529,2.7415915,7.6352539
SAD4979_P03_C10.L  SAD4979_P03_C10.H,478.91733,172.63434,-0.20646277,6.9614258
SAD4979_P01_G12.L  SAD4979_P01_G12.H,529.58636,247.1711,0.24929607,7.7084961
SAD4979_P05_D02.L  SAD4979_P05_D02.H,470.28522,601.12482,-1.5888659,5.8461914
SAD4979_P03_A03.L  SAD4979_P03_A03.H,439.83017,91.014069,1.945595,8.0014648
SAD4979_P01_A09.L  SAD4979_P01_A09.H,202.40686,267.73642,3.8926456,8.4116211
SAD4979_P09_D12.L  SAD4979_P09_D12.H,351.2211,416.18054,3.8626659,8.6166992
SAD4979_P10_E09.L  SAD4979_P10_E09.H,431.21164,495.61871,1.0667814,7.972168
SAD4979_P11_F03.L  SAD4979_P11_F03.H,218.65727,374.20181,-2.9516582,6.1635742
SAD4979_P03_G05.L  SAD4979_P03_G05.H,152.10233,675.04572,5.2776127,9.3491211
SAD4979_P08_A11.L  SAD4979_P08_A11.H,521.06567,294.88916,5.3922844,8.440918
SAD4979_P09_B05.L  SAD4979_P09_B05.H,517.8205,296.04987,5.3482943,8.5141602
SAD4979_P09_H05.L  SAD4979_P09_H05.H,516.9798,291.3157,5.542202,8.440918
SAD4979_P07_A04.L  SAD4979_P07_A04.H,702.20612,562.71429,4.8619094,8.6313477
SAD4979_P03_A09.L  SAD4979_P03_A09.H,615.6684,340.97504,2.0101206,7.840332
SAD4979_P09_A07.L  SAD4979_P09_A07.H,576.80829,320.13516,5.3078237,8.7192383
SAD4979_P02_C12.L  SAD4979_P02_C12.H,353.30832,148.67067,3.2996638,8.3823242
SAD4979_P09_H02.L  SAD4979_P09_H02.H,266.09406,346.56479,4.8094916,9.3637695
SAD4979_P09_B10.L  SAD4979_P09_B10.H,302.54034,212.89108,3.8198147,8.9389648
SAD4979_P02_A05.L  SAD4979_P02_A05.H,397.78021,420.25739,3.5878282,8.8657227
SAD4979_P04_E07.L  SAD4979_P04_E07.H,450.76181,388.92514,1.7538055,8.2944336
SAD4979_P07_C05.L  SAD4979_P07_C05.H,321.78915,305.47971,2.6385276,7.8989258
SAD4979_P07_B11.L  SAD4979_P07_B11.H,329.03864,181.73096,6.3781662,8.7924805
SAD4979_P08_B07.L  SAD4979_P08_B07.H,695.52972,899.39014,4.3251605,8.2944336
SAD4979_P02_A02.L  SAD4979_P02_A02.H,627.59399,680.4986,4.4626079,9.1000977
SAD4979_P09_A11.L  SAD4979_P09_A11.H,238.96248,174.08804,5.5318561,8.6020508
SAD4979_P04_B04.L  SAD4979_P04_B04.H,667.12866,455.15497,5.9926548,9.3051758
SAD4979_P07_B10.L  SAD4979_P07_B10.H,393.57553,539.29132,5.1284447,8.9975586
SAD4979_P01_C11.L  SAD4979_P01_C11.H,612.2381,161.16653,3.0113368,8.0600586
SAD4979_P04_D09.L  SAD4979_P04_D09.H,315.7847,446.03262,0.086170428,7.5620117
SAD4979_P10_F09.L  SAD4979_P10_F09.H,618.78961,821.54749,0.1599028,7.5327148
SAD4979_P08_H12.L  SAD4979_P08_H12.H,410.71213,830.70258,-1.8042836,5.5795898
SAD4979_P06_C04.L  SAD4979_P06_C04.H,610.01874,239.84496,2.894768,8.6899414
SAD4979_P08_D02.L  SAD4979_P08_D02.H,422.13687,592.61542,6.4007378,9.3491211
SAD4979_P02_B08.L  SAD4979_P02_B08.H,610.46112,502.31299,7.5437198,9.4956055
SAD4979_P02_B04.L  SAD4979_P02_B04.H,597.90576,208.45155,2.9132307,8.8510742
SAD4979_P03_A04.L  SAD4979_P03_A04.H,558.25488,167.84476,3.0717759,8.4262695
SAD4979_P03_F02.L  SAD4979_P03_F02.H,743.44891,530.7774,0.3299036,7.7524414
SAD4979_P05_D01.L  SAD4979_P05_D01.H,399.83484,535.427,4.042954,8.6459961
SAD4979_P06_D12.L  SAD4979_P06_D12.H,398.55423,586.25543,2.0449896,8.1186523
SAD4979_P06_A09.L  SAD4979_P06_A09.H,214.26433,305.74329,4.2776117,8.1772461
SAD4979_P06_D06.L  SAD4979_P06_D06.H,324.74484,263.28162,5.0450072,9.3637695
SAD4979_P09_G05.L  SAD4979_P09_G05.H,490.7471,491.5993,5.6657114,9.1586914
SAD8046_P01_F04.L  SAD8046_P01_F04.H,448.53046,391.81857,-6.0079794,5.3891602
SAD8046_P06_D01.L  SAD8046_P06_D01.H,381.62717,470.4299,0.44711596,7.5620117
SAD8046_P01_D05.L  SAD8046_P01_D05.H,600.76129,521.61957,2.2045708,7.8842773
SAD8046_P05_G05.L  SAD8046_P05_G05.H,523.4505,591.53949,6.3315892,9.246582
SAD8046_P01_B08.L  SAD8046_P01_B08.H,469.14868,252.01964,2.4361718,8.2211914
SAD8046_P05_B06.L  SAD8046_P05_B06.H,445.17914,192.69011,3.857136,8.206543
SAD8046_P01_D01.L  SAD8046_P01_D01.H,563.65002,208.7495,6.9206219,9.1586914
SAD8046_P05_G01.L  SAD8046_P05_G01.H,371.00818,409.36197,2.8783154,8.4116211
SAD8046_P01_E01.L  SAD8046_P01_E01.H,264.47089,274.48737,4.4993,8.9829102
SAD8046_P01_H08.L  SAD8046_P01_H08.H,530.00879,627.698,5.8788185,9.1879883
SAD8046_P01_G04.L  SAD8046_P01_G04.H,609.69495,594.91748,3.1075234,8.5727539
SAD8046_P05_C05.L  SAD8046_P05_C05.H,263.40979,417.20474,2.8672104,8.5141602
SAD8046_P05_F05.L  SAD8046_P05_F05.H,317.70346,550.83325,-0.08131066,7.4155273
SAD8046_P02_D04.L  SAD8046_P02_D04.H,596.07629,494.24945,0.38899475,7.5473633
SAD8046_P05_B02.L  SAD8046_P05_B02.H,491.27426,427.71732,3.4478645,8.1040039
SAD8046_P01_E07.L  SAD8046_P01_E07.H,662.28558,928.6059,-1.975996,6.8881836
