Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A
1628.26782,15.9502029,3027.91602,76.4846802,2540.63599,48.7208366,2415.82397,2981.94873,2424.27588,3652.15552,1816.95227,4744.64893,1526.86829,10.1089478,1738.53638,118.124481,3255.82031,186.848633,2001.94116,28.8367271,1099.32422,3378.65356,1722.09741,3410.07715,1261.27002,67.3770905,1297.29504,83.9471817,2814.63867,25.4034996,2949.65503,33.9865685,993.287537,5258.04736
1800.39404,28.0380249,2626.24023,75.9005585,2585.44678,36.1919403,2538.53809,3320.08594,2296.74585,3225.02856,1688.1228,5047.81006,1134.9082,14.6269798,1889.27649,99.1463623,2668.64307,304.365173,2363.05005,45.7763672,2190.31567,3610.5752,1807.55859,2313.94775,1296.6394,70.0116119,1720.3927,106.406212,2408.73096,32.8779221,1787.73401,32.2818756,990.796082,5613.21973
1891.73218,30.2195549,3501.58203,117.182732,2228.77271,47.3856926,2591.75293,3056.99121,1666.42664,2695.31006,1848.19702,4737.23389,1258.01563,22.3875046,1681.02979,101.530548,3726.19629,104.010101,1930.46326,31.5546989,1683.41394,3745.23413,1522.63647,2059.9126,1494.27649,134.325027,1278.34082,63.6100769,2334.24902,34.236908,2265.88257,11.3248825,1063.6687,5215.5376
2114.2124,40.4834747,2725.0647,63.598156,2535.30737,37.4436378,2434.89746,3194.2605,2838.73071,3649.521,1639.03235,3583.0022,1244.50928,12.0639801,2042.48425,215.840332,2774.92993,179.660324,1950.38318,21.9464302,1623.73779,3456.16333,1787.94861,2691.93652,1257.78918,67.9016113,1017.9043,52.9050827,2392.81665,7.62939453,2260.39893,42.4385071,1147.4729,5764.854
1822.55505,48.4585762,2679.07373,66.9598541,2426.86279,40.6742096,2918.01685,3244.44775,2339.05322,3119.25415,2974.677,7917.05859,1190.36438,8.08238983,1684.99951,83.6253204,1889.40759,165.832047,1854.15747,40.0543213,2113.96216,3293.84814,1603.37683,2303.36182,1573.41956,108.683105,1099.33618,59.4854355,2152.47876,4.87565994,2679.97974,19.2523003,964.164734,5614.76953
1653.552,37.0025635,2832.18628,87.5234604,2460.4917,50.8785248,2793.07373,2952.31348,2472.68677,3693.7832,1483.70264,4612.23145,1363.4563,12.9938126,1894.474,234.091278,3009.18823,188.33876,2476.29883,44.4412231,2120.84058,3528.20166,1321.578,1475.32227,1162.20715,94.4137573,1084.24426,66.0896301,2088.24878,32.222271,2181.53003,40.2212143,909.197327,5971.21729
2021.65845,78.0463257,2584.51709,35.9177589,2274.25098,45.9432602,2456.66504,2610.65967,2677.01147,3848.96997,2072.94214,4944.93262,1607.88293,20.0510025,1775.69385,144.970413,3272.97461,251.543518,2248.31104,50.7593155,1716.88794,3077.66211,2077.50806,1984.46509,2123.78491,60.4748726,1237.36853,60.9993935,2382.40967,44.3935394,2341.61621,29.6235085,853.84845,5987.15527
1686.22729,56.9820404,2585.44678,59.2112541,2641.02222,61.0351563,2345.75269,2298.09277,2314.3291,3741.09741,2031.60046,3644.38306,1308.78687,14.1143799,1724.875,150.251389,3103.11328,101.613998,2127.34937,32.72295,2123.28442,3788.41162,2057.80273,2955.40088,1297.3905,61.7027283,1093.79297,73.1587372,2250.48071,42.784214,2349.48389,42.8199768,1007.75958,2256.58423
1804.56641,44.3935394,2647.6145,111.138824,2592.5874,62.2153282,2948.47485,3042.47144,2086.90161,3225.97021,2202.05786,4836.82178,1355.99377,13.4348869,2295.48218,130.820282,2850.8186,148.224823,1950.90771,103.199478,2093.08862,937.783691,1322.29333,2200.01929,1531.15991,95.2959061,933.742554,45.8598137,2127.54004,15.1991844,2362.38232,7.4505806,933.277588,6237.94775
1753.16333,23.6034393,2370.41724,80.0132751,2796.23267,50.0559807,2515.51855,2540.12354,2859.44946,2717.11353,1581.14429,3305.49487,1328.31335,29.027462,1910.48389,134.396545,2907.40723,155.806549,1702.30859,10.3235245,2032.26807,4036.97485,1554.5011,2475.3689,1399.25476,69.3440399,1159.57263,75.1018524,2452.87427,7.87973404,2111.57788,15.9978867,991.05835,4121.33936
1725.88831,25.5823135,2557.98096,78.9403915,3027.17676,48.7446785,2461.39771,2411.54443,2555.17969,3134.70361,1343.52441,3710.13892,1430.14197,33.2593918,1715.25476,95.6535339,2511.08398,234.532349,1669.65723,31.8050385,2185.54736,3911.53101,1794.33826,2707.18335,1412.8208,28.9201736,1186.27551,67.4366913,2225.10107,16.8442726,2220.4519,28.6102295,865.387939,5708.89697
1818.66882,31.4831734,3134.41748,90.8374786,2373.14697,37.7655029,2619.25464,2735.87695,2537.05981,3371.96582,1978.89807,5313.94482,1250.56506,21.5768814,1566.2312,152.564056,2553.78491,237.19072,2176.77344,33.1521034,2237.77295,4365.94482,469.803802,103.628632,1722.57422,105.452538,1201.00977,72.6222992,2170.03833,28.3002853,2324.61694,14.6269798,962.734253,5817.43701
1450.2644,27.2035599,3352.22485,48.6850739,2526.59326,28.6221504,2398.57446,3028.65503,2183.47314,3518.60522,1586.62793,5579.59082,1382.69666,22.9358673,1567.25647,116.419792,2801.82373,130.8918,2098.44116,36.9310379,1990.92627,4205.46533,1871.50244,2538.12085,1412.16516,71.6328583,1118.67188,58.6628914,2342.5459,23.8180161,2374.97095,22.0179558,1087.30798,5416.14307
1710.30762,50.0440598,2884.92432,57.220459,2357.67358,75.1256943,2509.11719,2923.40527,2494.03711,1315.18835,1971.59058,5229.03223,1397.95544,16.8323517,1812.63684,171.411041,3174.60303,196.492676,2005.57715,21.2907791,1958.89478,4002.86914,768.661499,1850.54541,1233.47046,85.2942505,984.859497,38.1469727,2286.99438,20.5278397,2282.6792,21.3861465,765.144836,4932.83252
1710.12878,33.2713127,2601.56396,52.344799,2353.91846,20.6828117,2433.83643,2726.23291,2438.47363,3257.88257,1971.88855,4383.00391,1420.15222,40.0424004,2063.52466,113.844872,3031.02734,280.451782,2031.15942,49.9129295,2268.9939,3707.11084,1924.30017,2095.86621,1220.97729,33.2832336,1050.09082,80.2636108,2355.69482,13.6256218,2156.59131,4.4465065,1060.11633,4455.81689
1646.76904,20.3967094,2567.36279,71.1321869,2400.36255,59.5569611,2503.18042,3184.08008,2189.07593,2738.27319,2003.43127,7118.58252,1320.8866,37.4794006,2151.0481,134.110443,2748.77539,162.804123,1923.02466,24.5928764,2048.77856,4505.9917,1864.07568,1734.65015,1383.3761,81.1457672,1263.38,55.0866127,2188.38452,16.9992447,2014.69666,4.88758087,1130.33057,5666.75684
1644.76636,31.6858292,3041.08862,80.6927643,2609.25293,34.7733498,2809.72729,2787.9834,2463.99634,3884.17236,1471.56714,5449.90283,1327.40735,33.0328941,1811.28979,133.180618,2485.47803,251.591202,2279.30542,24.9505043,1840.80603,4036.48608,1841.34241,2455.62793,1217.10303,77.5218048,1107.89539,78.1893768,2599.04858,14.5435333,2616.76318,9.00030136,845.372681,5481.64844
1971.29248,30.7202339,3127.00269,66.9240952,3095.00684,53.2388687,2751.08813,2796.31616,2001.9054,3378.48657,1996.54102,5579.66211,1387.95374,31.1970711,1809.19165,183.498856,3126.64502,257.837769,2097.55908,48.9354134,2138.24512,3638.62524,1953.2561,2110.75537,1454.854,103.616714,1163.6853,27.0724297,2303.64795,21.4338303,2444.7561,35.1190567,978.577148,5661.34473
1813.73352,29.5162201,2506.78052,72.8368759,2548.67065,40.9007072,2557.82593,2460.89697,2722.95483,3221.86938,1919.8418,4845.55957,1258.33752,23.1146812,1571.4884,138.008591,3119.59985,337.648376,1970.83948,25.2723694,1832.35413,3832.2688,1858.75891,2378.01074,1240.88525,61.6669655,1215.08838,107.073784,2530.69409,20.9331512,2595.44849,16.7131424,1036.79895,6279.05127
2034.15161,19.8841095,2765.29785,97.4059143,2359.35449,39.7443771,2424.44287,2670.71729,2325.06982,2916.44336,1782.6676,5503.71387,1430.84521,19.9317932,1570.18896,139.808655,3219.47339,201.404099,2479.7439,36.5138054,1980.48352,3340.6377,1673.69849,2183.42554,1239.56201,83.6133957,1170.05115,51.9990921,2328.40771,6.91413879,2234.06543,14.5316124,932.788818,5434.71582
1603.11462,44.7273254,2988.19531,90.2414322,2455.42529,75.4594803,2646.18408,2595.00732,2535.25977,3750.87256,2139.96167,5934.84619,1080.42957,24.2471695,2000.34375,153.481964,3328.74048,186.288361,2325.27246,44.9895859,1762.36633,4085.1355,1907.63477,2916.26465,1202.55945,79.0834427,1159.11963,51.8083572,2329.77856,5.85317612,2138.26904,19.9437141,1119.62561,5233.729
1876.83105,14.4004822,2514.17163,59.4854355,2384.75806,54.6216965,2509.55811,2879.84619,2537.60815,3839.15894,1994.93164,5811.91797,1355.08777,12.2785568,2388.71582,145.74527,2627.36084,215.137009,2097.76172,41.7351723,2364.77856,3109.65771,1885.84326,2740.88379,1216.00623,77.8675079,1164.46021,63.2166862,2249.34814,28.3718109,2030.62292,22.7928162,1007.36621,5803.40625
1440.21509,56.3383102,2751.19531,88.0360565,3103.67334,39.6132469,2639.48438,2677.35718,2392.44702,3842.83057,1892.84082,4349.66064,1367.66431,22.2563744,1857.08997,120.735168,3007.9126,111.532211,2299.90479,25.165081,2106.41626,4202.27051,1790.05859,2337.74194,1481.18738,68.4261322,1177.45398,83.6610794,2292.80005,29.3135643,2787.26807,31.9004059,973.141174,5428.89844
1926.55322,55.1342964,2483.85669,74.0885773,2204.28711,34.2011452,2549.25488,2980.54224,2282.35718,3677.42773,1600.14624,4997.88525,1407.9928,22.1371651,1750.87451,137.627121,2579.06909,175.094604,1886.32007,27.3704529,1899.98145,3429.00757,1921.67761,2457.89282,1400.35156,95.5700836,1142.89526,60.8682632,2567.23169,15.2945518,2286.08838,9.39369202,1127.98218,4955.49463
1871.76465,63.5027885,2634.76367,79.536438,2963.00659,49.9844551,2785.34888,2568.70996,2212.85815,3544.99805,1688.26575,4732.33447,1524.49609,18.1436539,1870.45337,161.004059,2862.65601,136.435028,2038.34778,40.0900841,1777.33899,3354.59717,1602.33972,1853.22766,1775.41968,83.5418701,1200.8905,60.9397888,2387.16602,28.5387039,2314.8894,10.0135803,981.748108,4499.90039
2253.01978,52.1302223,2527.53491,68.6764679,2258.58691,43.0345535,2605.53369,2865.55298,2551.8894,3952.9563,1617.94421,4731.05908,1405.70398,33.4382057,2017.14038,92.8163528,2608.58545,235.497955,2268.00439,31.7692757,1921.15308,3440.42773,1659.84631,2662.98047,1393.25854,129.354004,1202.92908,60.6179237,2295.86353,24.330616,2656.37646,14.0666962,969.660278,4600.15527
1557.81506,69.8685608,2709.53174,80.370903,2406.06079,51.0692596,2786.14771,3117.07251,2772.04517,3660.72656,1814.23425,4047.03613,1222.5509,18.2986259,1954.06677,182.259079,2528.46484,213.980682,2257.51392,33.1640244,1935.64893,3699.2312,2064.33545,2346.08643,1244.62842,48.7327576,1174.95056,61.8934631,2567.4939,18.6562538,1984.11938,27.0724297,763.404358,6334.80566
1949.72754,22.4709511,2568.97217,56.4098358,2341.43726,39.1244888,2453.66089,2977.10889,2722.37061,2596.77173,1365.41125,4473.93652,1435.62561,7.9870224,1824.10474,261.008728,3495.43091,119.614601,2566.80249,15.4972076,2021.31274,3463.29224,1948.27319,2363.51489,1371.51477,132.071976,1242.94763,43.9286232,2168.35742,18.6443329,2542.32886,14.3885612,1019.01294,5506.03857
2069.9502,11.920929,3233.7666,77.1284103,2427.6853,66.6022339,2782.82178,2172.78003,2548.42041,3220.99927,1970.81567,4935.27637,2100.72998,102.007385,1960.39673,144.612793,2231.33569,51.5341759,1994.01379,55.5634499,1904.39221,3092.56323,1685.76245,1481.44958,1333.06982,74.7561493,1038.00293,57.2681427,2126.10962,22.2682953,2308.23755,17.3449516,1034.96313,5127.76367
1685.40479,22.9477882,2490.83032,56.9701195,2728.43848,92.4825668,2284.03809,2671.93311,2159.5835,3343.21265,1892.91235,5646.229,1474.65466,3.95774841,1914.06006,145.769119,1930.67786,352.406494,2040.58887,35.9416008,1429.90356,3064.07202,2011.78784,2620.37524,1329.14783,78.7496567,998.389709,49.4480133,2547.07324,7.68899918,2346.53955,1.59740448,985.705872,5528.7124
2057.0874,28.7532806,2848.12451,68.2711639,2583.63477,78.2728195,2635.31201,2396.14258,2583.93286,3370.26123,1522.68408,2692.83057,1299.57202,31.6381454,1869.17786,78.7973404,3039.20508,170.052048,2027.35657,27.8830528,1817.11914,3031.34912,1762.8551,2563.57202,1312.7804,74.5177307,1076.03076,54.3236732,2142.40552,27.4896622,2174.28198,31.0897827,863.420959,6118.96533
1792.84814,32.21035,3232.0022,52.9527664,2498.50757,43.2610512,1847.32678,2707.30249,2247.39307,3874.20654,2327.25146,1196.40833,1363.84961,4.01735306,1710.70093,213.503845,2966.92847,107.932091,2125.51367,44.0835953,2129.22095,3866.18384,451.254852,431.609161,1420.91516,69.4990158,1151.66907,59.0920448,2265.13159,6.52074814,2204.65649,13.8998032,824.105713,5922.69922
1407.58752,41.0676003,2718.04321,49.2691994,2541.94727,29.2181969,2202.80884,2699.33936,2378.3208,2913.80884,1748.76453,3884.86377,1311.61218,27.0366669,2115.7981,178.098679,3385.25781,355.625153,2303.64795,39.26754,2116.04834,2004.64722,1926.55322,2167.79712,1532.75732,83.9948654,1237.15405,75.006485,2327.72827,18.954277,2355.08691,9.82284546,1144.93372,5034.68506
1661.6106,39.8397446,2949.33325,78.4516296,2716.56519,40.2092934,2566.71899,3162.5271,2256.39355,3498.81641,1372.43274,5116.65332,1474.01099,37.5270844,1715.40979,152.719025,2232.56348,193.703171,2455.22266,61.2616539,1939.92859,3434.10962,1829.86255,2595.36499,1282.95422,55.6349754,1012.64716,67.1863556,2242.24341,27.6088715,2387.21362,25.0577927,908.947021,5532.71777
1857.8291,26.3094902,2554.45239,46.5273857,2332.46094,30.4937363,2030.84949,3026.52124,1946.18701,3786.59961,2082.32397,4573.25,1289.58228,35.4290009,1994.3833,165.462494,3014.13525,251.746185,2893.98438,70.941452,2016.0675,3479.56421,1577.06738,2759.92163,1391.32739,85.7710876,1048.04041,60.6536865,2421.39111,25.0935555,2212.25024,30.8394432,918.18573,5241.66846
1907.05066,10.2639198,2684.7959,117.170807,2713.9187,56.1833382,2263.90356,2374.93506,2709.42456,3722.72729,1731.58643,5265.09277,1183.28333,35.1190567,1740.38416,90.7421112,2949.32129,16.7131424,2193.67749,22.7808952,1924.40747,4528.36768,2055.90723,1991.40308,1619.31519,73.3613968,1356.08911,64.2180481,2074.84961,35.8343124,2445.05396,25.2246857,990.84375,5799.05518
1313.85327,12.7315521,2856.85059,48.5181808,2187.60962,61.1186028,2847.69531,2878.77319,2433.21655,3659.66553,1650.21423,3320.92041,1375.34143,16.283989,1583.42126,235.366821,2269.53027,194.573395,2309.0481,31.1255455,2393.09082,3773.71313,1930.83289,3006.63721,1455.25928,102.877617,1106.42908,75.209137,2435.27881,31.1613083,2983.23633,26.6194344,909.399963,5109.76318
2023.76843,51.7845154,2266.33545,90.4202423,2642.65527,35.0356102,2675.5332,2687.46606,2255.66626,3277.69507,1546.69287,5204.06982,1341.474,34.7137451,2037.53711,157.332428,3366.81616,405.192383,2092.88599,34.1653824,1761.69873,217.068192,1416.77856,2891.77905,1358.974,109.887123,1083.87476,62.0126724,2724.80249,28.8009644,2455.85449,25.9280205,879.240051,5329.62061
1418.12561,24.8432159,2789.86694,56.8151474,2544.30762,69.4036484,2481.62744,2807.76025,2478.77832,3504.24048,2345.59766,5613.75635,1327.56238,23.9491463,1684.33191,176.54895,2473.90259,164.783005,2100.21729,51.1288643,1582.13379,4357.42139,2024.84131,2358.47241,1433.5155,68.5811005,1211.65515,85.7472382,2272.79663,10.1685524,2306.12744,20.2417374,1043.28394,5976.72461
1672.25598,6.19888306,2705.97925,80.1205597,2257.29932,35.7627869,2442.44336,2718.67505,2861.39258,3591.01294,1673.65076,5196.1543,1645.6842,31.5785408,1822.35242,180.554382,1926.55322,177.443024,2204.94263,232.613083,1858.61584,2940.27319,1589.00024,2212.09521,1167.38086,45.0253487,1203.29858,69.6897507,2118.68286,32.2699547,2524.74536,35.1309776,848.233704,3665.1731
1658.6781,29.9096107,2850.10327,129.055969,2674.73462,55.5276871,2381.51563,2920.88989,2328.86084,2870.98877,1459.16943,3615.02173,1373.20752,13.1726265,1787.78174,142.443176,2826.51196,234.01976,2463.37646,23.3888626,1201.4032,3906.44067,1839.25635,2639.77051,1469.44519,99.3132629,1025.9032,74.2673874,2040.73193,7.73668289,3035.71216,35.5124474,1055.27637,5440.50928
1706.57629,42.3192978,2865.00464,60.2006912,2533.78149,41.5802002,2495.37231,3020.94214,2461.73145,3424.52515,1630.50891,3829.06201,1249.33716,10.9314919,2341.54468,84.2094421,2958.35742,217.843048,2009.64209,41.0199165,2096.12842,3326.45166,1851.77332,1987.64795,1475.05994,134.110443,999.796387,79.8463821,2499.22266,26.1068344,2179.59888,19.7887421,966.298584,4479.30078
1569.83142,49.6983528,2694.90479,104.355812,2909.73193,41.5921211,2503.18042,2578.67578,2310.07349,3675.37744,1758.55164,5654.16797,1799.90527,18.9185143,1925.48035,281.667725,2899.52759,229.454041,2094.23315,15.6641006,1712.02417,806.367371,1331.32935,1923.14392,1341.87939,91.0758972,1056.99304,85.7710876,2188.64673,20.4920769,2539.90894,9.09566879,968.813904,5661.21338
1647.85388,18.3582306,2643.51367,66.5426254,2302.07446,44.5842743,2336.979,2922.72559,2462.97119,3330.40942,1724.29089,3945.37451,2114.84424,14.2812729,1881.84973,158.905975,2761.91235,219.726563,2061.85571,29.1824341,2024.30481,4268.37207,466.310974,120.723251,1295.74536,51.6176224,1020.46729,72.8964844,2497.48242,1.7285347,2361.0354,15.9978867,930.392761,4117.33398
2365.17188,32.222271,2765.41699,44.2504883,2863.00171,44.4769859,2232.30127,2593.27881,2460.78979,4422.87939,1790.80957,1411.03271,1232.08765,10.4904175,1859.46228,151.550766,2565.51514,248.301025,1107.95496,5.61475754,1063.23962,3066.93311,1951.02686,1817.09534,1241.15942,54.53825,1212.7876,69.1413879,2579.12866,31.3282013,2338.32593,7.0810318,973.796875,6110.94238
1671.95801,29.5877457,2501.59497,55.7422638,2332.46094,40.3165817,1968.35999,2020.0968,2221.38159,2857.17261,1776.95752,4752.76709,1257.90833,29.3254852,1763.11731,170.099731,3196.41821,248.730179,2310.08521,37.1575356,2132.95215,4286.59912,1824.12866,2130.88989,1282.46545,94.5448914,918.781738,25.2485275,2409.9231,21.4099884,2345.78857,32.1269035,947.189331,5074.51318
1513.1593,14.102459,2680.27783,65.3386078,2572.70337,30.0884247,2503.26392,2813.70874,2569.30591,4541.49268,2151.71582,966.274719,1774.70447,30.4818153,1893.62769,178.194046,2414.2981,157.61853,2250.80249,14.424324,2045.44067,3800.15381,1660.96692,2535.30737,1293.63538,50.0798225,1206.11194,84.3167267,2129.53101,16.8919563,2368.17603,14.3170357,855.827332,5071.6875
1755.70251,40.5788422,2557.15845,43.7736511,2470.51709,24.4021416,2159.21411,2453.74438,2072.57275,3627.81274,1414.26331,1475.33423,1571.23804,17.7502632,1848.88843,125.312805,2887.52319,188.136108,2322.13745,52.1659851,1340.68726,3351.85522,1695.68066,1708.71021,1223.96948,93.2335815,1345.56299,93.9846039,2385.71167,31.5666199,2232.43237,9.83476639,1089.2749,6407.28467
1878.91724,32.556057,3123.61719,68.0804291,2360.54663,23.6749649,2218.63989,2576.0293,2631.54517,2619.8269,1617.10974,3777.48022,1584.21997,14.3051147,1873.33826,226.235382,2817.69043,258.839142,2326.94141,32.043457,2228.83228,3594.7561,1785.77905,2021.59888,1340.79456,90.920929,1000.69043,54.3355942,2602.63672,40.3761864,2464.54468,14.7342682,914.704773,4505.87256
1704.8717,54.9077988,2327.19189,52.1302223,2511.62061,78.2728195,2484.79834,3157.99707,2019.2146,2483.59448,2000.20081,4726.00439,1432.84802,4.04119492,1578.11646,74.005127,2650.88086,315.690033,2503.21631,17.4999237,2000.17688,3319.20386,1760.37549,2052.34277,1321.67334,62.4418259,1059.13879,77.3549042,2204.58496,12.9580498,2335.70337,6.58035278,923.454773,6407.35645
1459.21704,38.5284424,2947.24707,90.8613205,2369.53491,42.7603722,2472.79395,3062.27197,2261.25708,3151.30957,2001.42859,5498.32568,1421.5946,4.39882278,1652.35999,174.236298,2022.18298,308.716309,2393.16235,26.011467,1919.16223,3934.76489,1986.76587,2627.88525,1397.99121,75.5548477,1148.73645,51.856041,2414.47681,9.01222229,2679.12158,25.3558159,1004.62439,5469.77539
1382.56555,36.1323357,3156.44751,78.1178436,2979.04004,38.0754471,2576.8877,2895.09302,2465.41504,2649.24756,1745.48621,5214.54834,1385.14038,30.9944153,1728.55859,138.652328,23.1742859,34.8210335,2178.073,27.9068947,2369.51123,3900.52783,1876.61646,2102.55396,1296.75867,60.3437424,1226.22253,54.6455383,2371.83569,9.77516174,2409.58936,34.6064568,1099.50305,4627.22754
1397.64551,67.615509,3004.80127,53.5607338,2750.96899,49.2334366,2749.87231,3162.229,2209.97339,3417.88525,1417.48193,4082.66772,1556.62292,28.4433365,1763.93982,217.235092,2675.43799,240.623947,2675.97437,23.3888626,2094.8291,3869.86743,486.993774,50.7593155,1407.26563,111.460686,1103.24622,75.1614532,2247.97729,25.2962112,2334.66626,24.1279602,919.771179,5323.06445
1760.62585,60.1649284,2761.35205,61.9769096,2505.4812,43.5948372,2217.42383,2538.82397,2539.61084,3865.82617,1877.35559,5368.10156,1329.01672,19.9317932,1838.86292,171.959396,2933.4187,286.591064,2557.34912,50.8904457,2111.91187,3740.52515,1810.97986,2109.75415,1357.78186,97.2270966,1108.7179,58.9966774,2271.8667,4.92334366,2438.99829,21.3623047,993.514038,5261.65967
1951.89709,39.8755074,2541.33936,53.8945198,2652.39478,63.3835793,2680.64746,3852.83228,2550.37549,3032.7915,1393.97388,4123.50879,1457.82227,9.50098038,1661.10986,147.080414,2668.77417,190.722946,2133.38135,76.6038895,2190.6853,4057.34766,1493.74011,2622.55664,1356.95935,67.7347183,1143.30054,53.6561012,2246.85669,32.389164,2444.52954,8.4400177,946.998596,5700.49268
1562.10657,27.179718,3192.5083,85.0319824,2346.8374,57.1250916,2893.38818,2623.59375,2285.73096,3508.49634,1961.15967,5610.00098,1423.46619,27.6088715,60.1172447,21.1238861,2846.20532,380.94519,2018.79736,44.131279,1987.24268,3229.79688,1818.48999,1506.44775,1251.26843,111.961365,1135.50427,74.4104385,2108.97925,8.70227814,2622.83081,21.6960907,1055.83667,4186.74951
1501.14294,63.4670258,2669.22705,76.2224197,2188.26538,26.2022018,2225.55396,2465.97534,2399.24194,2928.93652,2194.46411,4557.13281,1429.79626,31.5904617,1709.69958,214.43367,3022.13428,345.027435,2179.49146,45.2160835,2193.43896,3896.5105,1820.1947,3393.18506,1624.50073,63.3955002,1134.26453,55.0508499,2205.646,10.073185,2249.56274,13.589859,1079.11829,4466.65283
1436.91296,34.2965126,3602.01587,135.302551,2654.65967,85.9856567,2414.25049,2739.44141,1912.74878,3241.84888,1670.00293,4951.88232,1349.27039,50.3778458,1740.55103,137.627121,3056.55005,274.3125,2264.27319,33.2355499,1997.76892,3958.60669,1889.32422,2571.03442,1216.86462,115.239624,1293.46851,77.2357025,2799.48706,36.2992287,2093.47021,23.5676765,833.082214,5579.10205
1705.95642,35.8581543,2467.00049,51.1527061,2483.15332,70.0354614,2329.74292,2431.86963,2293.45557,2651.16699,1619.69666,1629.5791,1354.9447,15.5687332,2024.06641,137.805939,3111.81543,149.404999,2326.30957,25.177002,1839.57813,3784.28687,1941.56165,2183.30615,1303.36279,101.661682,1176.9176,60.2602959,2056.02637,14.8177147,2155.2085,12.242794,849.30658,5492.91357
2184.39111,45.8359718,2707.32642,93.3647156,2758.80103,93.2812653,1525.90271,3062.33179,2587.41382,3223.88403,1659.40527,5218.12451,1417.42224,8.10623169,1796.47205,79.9179077,3112.20874,197.553635,2013.54028,32.6752663,1856.39856,3754.23438,1840.48413,2190.26807,1341.9032,62.7756119,1245.77283,52.2613525,2345.25195,9.21487808,2265.11963,14.7342682,930.5,5265.40283
1779.69934,42.8915024,2452.87427,36.5614891,3007.92456,109.422211,188.183777,4068.38647,2719.54541,2960.41968,1960.02722,5089.80762,1564.08545,20.0510025,2121.06714,150.930878,2844.20264,142.908096,2207.66064,67.6870346,1677.13159,3750.53882,67.9850616,21.9702721,1336.01428,49.1261482,1104.37866,83.3869019,2297.74707,15.6879425,2531.69531,14.2097473,919.699646,4989.69531
1428.49683,9.89437103,2891.50488,51.84412,2977.96729,151.026245,1512.64673,1591.74207,2611.35107,3771.8772,1941.14441,5160.71338,1220.10706,20.2417374,1687.28833,170.171265,2046.77588,199.711319,2129.25684,51.5937805,2200.97314,3036.09375,1769.32813,2160.79956,1652.12158,82.5166702,1064.28857,64.1703644,2379.28638,115.203857,2152.60986,19.288063,919.330139,4254.99658
1607.13196,43.8928604,2519.66724,59.401989,2249.08594,119.626526,2324.93872,2171.62378,2443.4209,3516.37598,1359.47461,4897.9043,1222.02637,38.0396843,1924.07373,137.388702,2512.34766,247.180466,2119.62451,32.6752663,1892.34021,3006.70874,1491.0459,2357.93579,1677.75159,118.470192,1041.91309,46.0028648,2307.30762,22.315979,2228.17651,32.2461128,989.341736,4975.42627
1556.73022,13.9355659,3468.06055,51.3195992,2673.66162,149.905685,2244.19824,3100.729,2090.15601,3847.56323,1525.28284,5838.37012,1602.06555,19.7529793,1768.33862,100.505356,2366.95996,145.196915,2123.67773,15.1395798,2118.22998,3584.44458,1785.69556,1950.99121,1532.79309,63.6816025,1026.36816,40.7218933,2228.79639,16.6535378,2034.61646,19.5741653,1413.22607,4615.85498
1532.2804,51.3672829,2949.6311,59.1278076,2433.69336,134.849548,2540.38574,2525.04346,2287.68579,3093.70752,1956.52246,5379.87939,1844.75183,14.75811,1651.34668,186.622147,2823.40039,312.495239,2716.06445,38.5642052,1801.64575,4131.06689,1897.89539,2598.04736,1648.47375,112.450119,1214.46851,47.4452972,2273.73828,17.3449516,2222.7168,21.4099884,987.61322,4689.53857
1328.73059,57.6257706,3070.42603,66.4710999,2400.61279,136.28006,1083.36206,2326.85815,2211.46338,3539.39526,1673.53149,4436.82666,2039.08679,28.7771225,2037.37024,121.045113,3094.44678,204.789642,2026.30762,20.1463699,2092.57593,4287.21924,2019.20276,2650.84497,1221.0011,76.1985779,992.26239,48.4347343,2154.70801,22.4709511,2159.76245,7.00950623,1103.42505,4704.59473
1591.78967,31.3401222,2394.36621,37.9681587,3474.27124,178.945068,98.2522964,1850.50964,1644.84973,2638.61426,1831.7699,4555.2373,1464.89148,20.9093094,1729.26184,172.49585,2657.07959,132.608414,2027.28516,32.8779221,2108.83618,3661.63257,1834.65479,3121.49536,1710.80823,79.6318054,1051.1637,69.5586243,2579.43872,28.1214714,2193.57007,21.469593,957.381714,5607.66455
1531.07642,41.9378281,2257.09668,66.3399658,2504.26538,219.35701,2289.34277,2730.05957,2676.96387,3250.82544,1703.2981,5042.56494,1414.95471,22.8762627,1729.2738,151.753418,2853.94189,237.298004,2592.09863,49.2691994,2222.29956,3867.37573,1907.64661,2799.83276,1344.76428,79.9655914,1075.19629,47.3499298,2479.875,5.92470169,2387.40454,17.9171562,801.157959,5050.90967
