name,BSA_LC_HC,E,HI,pro_asa_hph,pro_asa_hyd,pro_cdr_net_charge,pro_dipole_moment,pro_hyd_moment,pro_net_charge,pro_patch_cdr_hyd,pro_patch_cdr_pos,pro_patch_cdr_neg,pro_patch_hyd,pro_patch_pos,pro_patch_neg,pro_pI_3D
ADI-54493,803.81335,-1623.9661,0.93844259,4416.436,5461.0479,-4.9966302,354.44064,431.69418,-0.32994297,250,130,150,540,350,400,6.9614258
ADI-38499,936.74829,-1366.5992,0.41718698,4046.4021,5259.5278,-6.637486,263.33408,272.04279,-1.8209664,170,80,60,280,330,220,5.465332
ADI-45384,1013.8328,-1293.743,0.32702765,4216.1831,5834.772,-6.0458202,243.29018,185.85478,1.8872685,400,210,130,470,480,270,8.0307617
ADI-45463,758.8382,-1395.2786,0.51319128,3933.8455,5387.7407,-6.8234329,436.40369,267.46344,-1.0251206,280,100,140,510,310,270,5.2368164
ADI-47313,904.1109,-1210.4441,1.2460437,3647.3757,5562.8955,0.65892273,57.147385,299.94315,5.6871405,190,170,0,290,560,110,9.4223633
ADI-45369,1017.3419,-1427.9197,0.40988994,4001.0271,5492.4697,-6.6341701,534.20129,492.32977,3.1880634,190,150,40,290,360,190,8.2944336
ADI-46676,756.56671,-1408.6471,0.877819,4134.5674,5379.6636,-7.6674151,420.50232,606.00739,-3.7134697,370,140,330,620,370,420,5.3256836
ADI-45376,924.1748,-1544.2358,1.3646793,4377.7349,5517.5576,-0.06874451,304.4455,505.56171,4.0257492,60,260,50,320,620,200,8.8510742
ADI-45439,815.15845,-1280.8545,0.26543862,4086.9968,5493.1382,-0.28241965,466.14929,395.53409,3.6450109,250,130,270,400,420,360,8.7485352
ADI-14449,828.39392,-1409.1926,0.89485747,4128.5005,5835.5532,-5.2057977,411.69873,586.56995,-5.9273338,220,100,200,430,480,390,5.0083008
ADI-14486,855.77655,-1077.7858,0.95510566,4046.8208,5646.168,-5.1304259,355.03207,372.61667,4.3667111,290,60,0,390,380,110,8.5288086
ADI-14489,853.41754,-1481.4297,0.79060519,4302.4868,5791.6973,-0.22465611,284.83319,282.85492,6.0636773,170,150,80,340,510,170,9.0708008
ADI-14514,875.17151,-1482.256,0.5555948,4092.7231,5740.5112,-0.74170917,314.69995,354.49728,3.639977,160,150,50,290,530,220,8.6459961
ADI-14512,1075.064,-1459.6675,1.1302807,3993.0193,5645.9556,2.5842614,239.58003,382.02228,0.59726948,260,170,300,430,420,540,7.7817383
ADI-14547,791.09497,-1410.5931,1.0303947,4199.2686,5592.7217,-1.1589347,327.68616,404.47604,-0.12683423,220,190,240,450,470,320,7.2836914
ADI-15581,836.16217,-1259.3127,1.396683,3748.8357,5462.5615,0.60618216,198.97304,302.5144,0.1557737,230,110,140,330,250,300,7.5473633
ADI-15588,857.90503,-1712.6748,0.94927359,4232.5376,5385.272,0.57650167,272.84509,538.52618,0.19115537,50,300,120,320,480,200,7.6352539
ADI-15596,891.42114,-1544.2783,1.6478418,3844.4431,5724.585,0.24455929,230.44894,583.71521,4.5793648,0,190,250,220,560,340,8.7338867
ADI-15620,804.01538,-1411.3536,1.0903473,4158.9048,5692.4751,-8.4738493,506.15067,453.0123,0.023989487,130,340,140,320,480,340,7.4155273
ADI-15651,1076.1456,-1529.4015,0.64370215,4063.8237,5511.8638,0.79085284,209.11313,398.54788,0.020955876,120,200,170,410,400,330,7.4155273
ADI-15661,822.94641,-1495.9008,1.6059104,4413.6094,5270.3823,-8.0397158,686.82196,496.14758,-4.4905066,180,200,260,340,380,490,5.3891602
ADI-15559,774.30084,-1328.8242,1.7309813,3879.3079,5399.6147,-0.35541919,266.33029,325.31543,-2.4400105,180,80,120,320,370,350,5.503418
ADI-15563,856.94391,-1566.8878,0.57914805,4377.0874,5481.1826,-4.8891783,232.06105,261.00705,1.715583,230,330,220,470,530,330,8.1186523
ADI-18958,862.92859,-1681.4486,0.42590752,4181.0063,5471.4829,-1.4490863,173.87633,338.99432,4.8410687,180,140,120,510,330,260,8.0014648
ADI-18895,754.77771,-1216.0492,1.2581559,4363.5825,5492.3477,-6.7643237,440.57492,406.21637,4.8185711,140,180,250,470,650,400,9.144043
ADI-18901,763.14246,-1174.5193,0.46693236,4117.0269,5798.4316,-5.2449799,223.66678,252.34607,-2.042304,300,120,110,410,240,360,6.5512695
ADI-18882,677.47382,-1340.8917,1.8972415,3715.26,5992.71,0.14390875,176.80016,523.2345,-0.35544834,530,150,100,790,420,340,6.9907227
ADI-18891,701.44873,-1318.8494,1.6484572,3954.895,5889.23,-3.7042005,155.7375,637.95038,-0.2983011,410,150,90,680,470,230,7.0639648
ADI-18929,859.45972,-1458.8947,0.45643926,4130.3037,5852.1011,-7.135179,270.79236,141.74995,4.0308747,290,40,150,440,330,300,8.2651367
ADI-18927,762.86279,-1280.2289,0.59347022,4010.4849,5485.6655,0.42675236,278.87082,467.97748,4.6560936,260,160,120,490,610,360,8.9829102
ADI-18944,958.80859,-1632.814,0.5697245,4316.9258,5608.0918,-0.21275988,247.4899,411.32388,4.3643656,150,430,200,410,680,330,9.4516602
ADI-18953,785.18719,-1341.319,1.9141662,3839.187,5834.8345,-3.6991398,259.34964,498.97287,-0.16069885,420,100,90,720,370,280,7.2397461
ADI-18985,739.15778,-1200.1997,1.0733107,4053.6843,5565.7764,-0.66423953,282.67252,209.81073,3.7510703,370,200,100,590,590,420,8.6020508
ADI-18972,917.77533,-1604.9911,1.0133109,4133.4556,5617.7998,0.049954437,251.7921,340.38956,5.4735498,150,120,50,530,530,180,9.144043
ADI-18981,817.57959,-1433.422,1.180478,4219.0474,5322.8125,-3.9880099,306.39584,420.61484,0.009897245,250,110,210,390,290,280,7.4155273
ADI-18971,874.29718,-1589.2913,1.1296597,3987.2136,5400.5298,-7.7329693,234.90375,505.03,-4.4835668,240,180,50,420,470,240,5.5668945
ADI-18996,848.6557,-1189.701,0.28532737,4023.0613,5615.6011,-5.2371955,256.8519,278.37305,0.78462344,280,110,40,390,250,320,8.1625977
ADI-15739,776.32428,-1436.3319,2.0309098,4414.4263,5362.437,-3.8206401,248.83099,351.06104,4.6669302,260,260,140,470,540,400,9.0268555
ADI-15740,949.32605,-1585.9806,1.8800495,4057.2244,5809.9165,-1.3889287,195.80995,100.20821,-0.023171248,370,80,120,530,330,170,7.3862305
ADI-15969,828.28339,-1482.4305,1.4440895,3937.3459,5280.709,-7.7087159,451.01199,471.8093,1.7121556,260,280,170,460,360,270,8.0307617
ADI-15955,807.22235,-1386.679,1.1487249,4058.7529,5654.4771,-0.037928808,364.06024,366.34143,3.9004614,340,280,150,490,660,250,9.0415039
ADI-15923,919.36823,-1574.1022,1.2655165,3801.6057,5753.3813,-4.1093597,313.16202,309.37357,1.3481772,200,130,50,530,400,180,7.9868164
ADI-15934,746.06519,-1483.131,1.0842735,3846.8547,5767.686,-0.4578706,592.89716,498.24393,3.236737,220,130,170,320,400,400,8.4555664
ADI-15930,826.18738,-1378.6085,1.1530764,4172.5532,5664.9185,-4.4334426,360.9787,381.13391,-1.1714804,250,250,190,550,550,340,6.4555664
ADI-15928,833.37463,-1496.6783,1.3742641,4065.2673,5542.6772,-4.9216247,382.73108,193.42604,4.1749477,350,280,160,450,580,210,8.6459961
ADI-16016,906.20605,-1638.6261,1.1491716,3944.5303,5891.6978,0.18650602,520.45306,95.558495,0.92982286,270,130,210,470,260,340,7.5620117
ADI-15827,1046.4557,-1725.3436,1.4539061,4031.4805,5589.1685,-3.2451875,100.33043,213.42361,0.3999607,160,120,180,370,360,390,7.6206055
ADI-16000,989.76794,-1485.9159,0.96081114,4321.8433,5453.502,-3.2673938,154.62698,623.21637,4.3228145,60,350,160,160,580,310,8.8950195
ADI-15882,937.90192,-1720.4125,1.0867283,4096.437,5566.3438,-7.7778435,322.5896,762.73315,-8.7264099,440,130,80,590,250,550,4.690918
ADI-15881,834.39844,-1350.3273,1.1393253,4049.8284,5296.7681,0.49882999,345.78827,469.79489,2.2842662,0,190,90,280,550,220,8.0307617
ADI-15910,827.76715,-1703.1702,1.0771141,4211.2246,5478.5386,0.071292773,136.30925,121.66907,1.9651591,240,140,180,310,440,380,8.074707
ADI-16032,960.42584,-1490.5007,0.36699364,3826.0874,5539.7231,-3.5140266,287.14703,219.62335,2.1295705,130,160,140,390,540,290,8.1333008
ADI-16019,837.8056,-1346.8654,0.60327756,4218.6396,5301.8564,-4.8364067,298.17075,529.7345,0.59010583,120,160,80,260,350,180,7.6938477
ADI-16038,853.2085,-1225.2767,0.86657917,4134.7158,5159.2822,-3.460048,267.01758,338.617,5.6204424,170,190,140,270,670,220,8.9975586
ADI-24224,827.63849,-1297.245,1.0168705,4215.4648,5461.8643,-6.0813398,538.94928,550.65698,-2.100657,260,170,290,600,300,350,5.1098633
ADI-24247,857.39258,-1390.1173,0.26704478,4091.6536,5403.0127,0.77037388,252.93352,224.59717,5.6474681,120,230,40,290,600,180,8.9829102
ADI-24195,846.30096,-1550.1901,0.58489829,4301.6187,5399.1538,-0.29310244,300.24075,378.19342,5.8552799,0,160,70,140,580,220,8.8950195
ADI-24250,922.78754,-1168.5471,1.0585301,4052.1304,5765.4482,-5.7228942,153.89545,421.77515,-0.23072657,160,110,50,370,270,230,7.2397461
ADI-24214,786.21936,-1319.7749,0.59302133,3814.2239,5799.1582,-7.3625445,245.52942,461.4108,-2.4089284,250,60,230,410,390,510,5.8081055
ADI-24245,866.5769,-1254.8959,1.1281379,3978.2781,5527.4854,-0.19755681,203.09584,194.6998,6.6158729,130,140,0,540,450,50,9.1733398
ADI-24196,770.52356,-1614.358,1.255771,4401.9487,5980.4126,2.5008185,372.02649,474.17615,5.978364,180,190,170,330,520,270,9.378418
ADI-24201,793.78009,-1484.5605,0.6595397,3904.6035,5659.8677,-5.4688087,306.85516,459.02167,4.1605334,230,140,70,300,270,210,8.7924805
ADI-24261,824.51978,-1232.2295,1.1269796,3913.01,5496.877,-6.2801523,359.59213,502.33212,-2.5133584,120,100,160,380,200,250,6.3540039
ADI-24324,693.17529,-1408.1432,1.1250056,4117.3936,5380.418,-4.6791434,464.78705,494.87164,2.8964102,310,240,160,390,520,240,8.3237305
ADI-24317,830.77295,-1433.08,0.61486065,3821.1604,5145.6592,-6.1069775,258.73428,159.93353,-0.84048343,140,90,90,260,220,200,6.4047852
ADI-24307,882.4646,-1703.5731,0.3563852,4113.5034,5290.9258,-0.24956131,268.46506,370.64804,-2.055866,290,150,190,530,250,420,6.6391602
ADI-24364,916.35822,-1589.6592,0.72243792,4360.7852,5455.4092,-4.8630509,399.64786,506.31873,-4.5597024,190,170,330,380,480,540,4.894043
ADI-24356,759.49506,-1280.8052,1.1894565,4007.783,5221.9917,-3.0880005,216.14015,634.56842,-2.8171935,110,240,50,210,330,220,4.8178711
ADI-37122,813.52795,-1511.8793,1.630604,4234.3394,5343.2529,-8.6316061,357.41583,668.5249,-0.19668056,140,180,280,320,370,420,7.0639648
ADI-45362,940.38873,-1715.4541,0.38129887,4272.4204,5658.8008,0.014910498,344.91388,524.46735,5.4789071,290,260,200,480,390,310,9.0854492
ADI-46672,838.26074,-1520.321,0.5735805,3965.1958,5577.4502,0.57558882,279.8696,248.5705,3.658318,60,150,0,340,500,160,8.7045898
ADI-54494,928.56732,-1387.093,0.60828215,4125.4604,5554.7178,0.16695432,188.20804,273.63074,1.1541289,140,140,90,390,370,270,7.7524414
ADI-47130,915.65149,-1637.7067,0.28626743,4136.5913,5282.2676,-8.3098822,380.96567,574.69861,-1.7601422,170,110,110,220,270,240,6.565918
ADI-47218,720.58191,-1522.7255,1.2428118,4179.001,5407.3545,-4.035059,279.43753,284.45175,2.3738911,240,170,130,500,540,190,8.0893555
ADI-45470,868.07568,-1269.7936,0.066276148,4043.5769,5336.0908,-3.4091306,454.62827,231.13962,-0.33844021,50,50,0,100,290,280,6.9614258
ADI-45396,699.22467,-1141.6174,0.96531504,4299.7363,5657.4702,-4.8757548,219.31363,357.19757,4.088522,370,310,170,480,500,310,9.0561523
ADI-47318,1020.1343,-1504.3353,1.9261464,4232.4756,5769.7803,0.60842794,203.58299,485.83496,2.3985393,430,120,90,590,390,390,8.1625977
ADI-47086,705.97522,-1369.2581,1.1290213,3858.2454,5430.1558,-4.6537695,355.99704,449.98492,-1.2223978,210,320,180,360,520,420,6.3032227
ADI-45453,847.88568,-1541.1461,0.77244842,3844.866,5464.8774,-2.7007375,277.14975,266.0495,-0.67955732,290,0,160,560,300,380,6.9467773
ADI-45395,750.67401,-1277.5723,0.31023166,4078.6833,5571.9653,0.93453753,220.06866,482.52075,5.0731921,180,150,40,420,380,160,9.0415039
ADI-47116,756.00165,-1533.6918,0.85378772,4362.2114,5492.6729,0.051690064,257.94275,389.79245,-0.31616589,150,50,170,470,290,430,6.7563477
ADI-46696,738.78888,-1241.2654,0.8897025,4076.6011,5706.1499,-5.9403601,118.05916,614.62317,-3.7732222,310,50,200,440,280,430,6.4555664
ADI-45451,972.04224,-1571.2207,1.3292328,4203.0801,5531.4199,-4.024157,342.45963,400.02667,-4.9991994,240,180,200,480,450,450,4.8432617
ADI-45375,901.28082,-1751.5377,0.17338073,4279.8872,5429.4194,-6.6634355,260.0282,302.57047,-2.5310001,220,260,240,270,430,410,6.0874023
ADI-45444,894.31183,-1279.0682,0.84569746,3739.4573,5729.6089,-4.9725685,568.078,611.12286,3.1193907,240,170,120,340,360,410,8.1333008
ADI-47270,812.14453,-1426.2502,0.82679164,4227.833,5701.271,-7.6486301,415.13028,694.24896,5.1588626,210,210,50,480,410,190,8.8657227
ADI-54495,906.07526,-1517.6332,2.3342977,4101.626,5773.5674,-5.1325974,650.90875,561.37823,0.32612461,330,170,90,330,300,290,7.9135742
ADI-45373,797.90814,-1572.295,0.73661095,4303.6426,5166.4541,0.10272096,131.14998,292.392,4.5505748,130,120,120,300,330,230,9.3344727
ADI-45443,933.41119,-1737.9575,0.32400161,4314.9028,5349.1411,1.0582708,340.39069,123.45675,4.5286498,150,180,80,310,370,190,9.1000977
ADI-47151,763.82715,-1584.5299,1.6740661,3978.2585,5593.4932,-4.9971771,216.92168,692.33484,-3.9970369,130,320,140,280,510,280,5.8969727
ADI-15970,736.99463,-1270.0267,0.29377908,4140.8594,5648.6963,-4.6840172,137.40565,490.93024,2.0537639,320,40,0,470,200,150,7.7231445
ADI-24283,1034.1412,-1394.9579,0.8147254,4237.166,5326.7959,0.19865026,486.91794,391.89868,7.7555437,130,340,40,200,440,180,9.4516602
ADI-45482,830.74854,-1515.7661,1.1242841,3879.1921,5333.1611,-0.43058723,203.03154,295.42514,3.539804,160,280,130,480,510,190,8.9829102
ADI-24338,826.0144,-1478.1281,1.6926709,4079.8506,5121.6646,-4.2071538,394.31369,622.68689,1.0803008,50,310,150,300,430,240,7.6645508
ADI-15737,827.07361,-1655.8265,1.1809889,3849.5754,6035.6294,0.72959733,343.76581,315.90616,5.3023453,300,240,130,830,550,170,9.3637695
ADI-24241,920.93805,-1535.2657,0.65553385,3959.2998,5696.4512,-5.8867025,471.978,425.77975,2.062413,380,170,0,510,260,220,7.7231445
ADI-15592,810.81097,-1552.7157,1.3969743,3901.6194,5741.3325,0.80688906,368.59262,685.05377,4.6546354,140,260,90,360,630,320,8.9243164
ADI-24204,846.08459,-1712.4067,0.83782929,4502.0293,5525.645,0.15860958,420.08228,399.65771,3.0837576,250,180,40,320,540,240,8.7631836
ADI-15932,737.27814,-1644.079,1.6593759,4200.4302,5564.748,0.50358641,163.00504,356.33643,-0.14481097,340,120,120,550,390,350,6.4936523
ADI-24327,832.40125,-1398.0538,0.76176769,3925.8181,5464.5547,-7.1422634,450.74484,631.87988,0.99807125,170,90,120,370,280,220,7.5180664
ADI-15884,936.10864,-1275.8312,1.3632588,3838.2539,5463.1528,-7.5701776,711.24438,731.27844,-2.0393493,230,280,200,380,360,280,6.4174805
ADI-15997,991.68964,-1492.9771,1.9978787,4034.8054,5810.229,2.6353164,415.46954,427.21997,2.6391318,400,290,110,580,500,350,8.777832
ADI-15810,904.87634,-1600.1045,0.4639028,4027.3801,5638.9878,0.15579365,574.12695,378.51044,0.7184931,140,80,170,290,390,280,7.7817383
ADI-14563,858.15533,-1764.3374,1.4039305,4093.1741,5886.0547,-3.311873,116.38501,371.24115,2.8962777,340,0,60,480,190,210,9.012207
ADI-45416,823.37561,-1446.6029,0.56115764,4034.114,5323.2319,0.649203,313.45929,518.49908,3.3669729,90,210,260,250,470,430,8.2358398
ADI-15865,867.68549,-1380.3679,0.83106822,3935.4014,5633.6143,3.7532029,242.24406,89.613968,3.124156,280,170,0,420,330,40,8.5288086
ADI-16053,915.02289,-1677.431,0.86374974,4233.3364,5380.9565,-5.6305876,210.15767,713.30151,-6.8479481,290,130,40,390,190,400,4.449707
ADI-24240,803.57971,-1473.6586,0.32020083,3978.374,5610.7319,-4.1279278,360.11185,323.50232,4.1420927,230,110,160,380,230,310,8.4702148
ADI-15867,869.07062,-1467.5331,0.2052072,4197.8516,5512.0571,-4.2240548,373.51779,331.02539,2.2948878,140,100,90,330,440,200,8.3969727
ADI-15667,844.87463,-1455.3798,1.0919311,3936.5649,5707.8755,-3.6938605,93.329636,340.14093,0.087102614,280,360,140,600,550,300,7.6206055
ADI-45417,727.58887,-1389.572,0.64017248,4247.3447,5679.7466,0.94858855,324.16501,344.37424,4.24195,210,130,150,560,390,290,8.4116211
ADI-15858,952.71838,-1658.0143,0.96460766,4009.4187,5494.9063,-4.5961041,394.82858,886.31537,-0.37145954,360,240,80,460,380,280,6.9321289
ADI-45418,825.4082,-1639.9979,1.0150641,4165.7021,5253.833,-3.8110907,139.53586,290.69632,5.0037656,240,140,60,410,530,250,9.1000977
ADI-15889,811.96582,-1582.1421,1.2121747,4172.1772,5611.0229,1.2812799,290.60806,303.91034,6.5673509,110,190,60,360,390,360,9.6860352
ADI-16060,889.27539,-1141.9924,0.60256141,3796.6384,5579.3579,-3.4723144,268.38904,200.98978,0.18575914,310,340,150,460,590,320,7.5327148
ADI-15906,792.58234,-1428.5776,1.0118225,4115.6777,5581.9165,-8.827877,393.15106,616.29285,-3.012358,250,160,130,380,380,270,5.3256836
ADI-16052,653.98688,-1671.7285,1.3869936,4064.2568,5733.0557,0.8615526,286.6004,499.8241,5.2452412,270,400,80,580,540,170,9.5102539
ADI-18965,993.81995,-1560.4645,0.40920007,4376.5415,5475.437,-0.18794236,208.70773,523.32245,3.1555104,320,310,200,520,650,510,8.4702148
ADI-15909,844.58582,-1584.256,0.95014226,4336.8867,5240.5034,-3.4222507,385.3009,722.99078,-4.0639644,160,170,230,230,280,330,5.2495117
ADI-24226,923.1554,-1213.5858,1.2048918,4169.4561,5497.1089,1.4024168,139.52519,196.31378,3.0170217,380,260,40,490,500,200,8.206543
ADI-45423,1042.5864,-1586.0043,1.2232919,3637.7649,5785.5654,-1.9973491,193.12968,238.68506,1.520233,430,80,0,600,200,100,8.3823242
ADI-24325,824.0163,-1611.2491,0.84486699,3903.1709,5615.9844,-3.3639507,301.31387,228.29875,2.0794249,290,80,160,480,350,370,8.0307617
ADI-24266,867.36206,-1515.2736,1.0557966,3885.2141,5501.0688,0.75034678,257.83459,372.02261,0.45544705,190,100,0,420,230,140,7.5473633
ADI-24213,853.90686,-1460.5647,0.61896878,4059.7747,5532.1353,-4.1472101,231.95676,543.55994,1.4058697,250,190,180,440,430,270,7.7963867
ADI-18957,759.41473,-1477.7592,0.3263582,3904.6223,5834.019,-8.4583387,314.60458,81.945976,-2.3593235,400,50,60,560,190,310,5.2241211
ADI-15817,697.57617,-1592.6965,1.2464112,4543.2207,5678.001,0.85793424,201.75768,153.52882,2.7386589,290,110,100,440,370,240,8.7485352
ADI-14546,1071.5979,-1448.0619,1.2401096,4319.6484,5615.3242,2.9364932,220.65181,628.99573,3.4732955,340,80,50,410,480,330,8.1918945
ADI-45490,855.71185,-1234.6117,0.67948663,4046.8213,5380.0225,0.75443107,405.27112,224.64653,7.4562683,50,350,80,100,530,220,9.3637695
ADI-15731,850.5965,-1596.4514,0.92911041,3937.4529,5512.416,-3.4417543,274.36484,341.75211,7.7991819,70,440,170,340,740,280,9.378418
ADI-15971,864.83026,-1639.0637,0.64961761,3926.4946,5525.8936,-0.077831678,252.23418,207.51169,0.15862298,180,250,240,340,470,350,7.6791992
ADI-18978,826.63037,-1523.0398,0.31967619,4279.6343,5324.9165,1.0597916,182.78403,291.96271,0.33746314,420,150,140,590,550,360,7.8256836
ADI-15985,745.42822,-1481.4353,0.49137992,4079.8843,5541.6382,2.6309152,327.04108,227.4554,7.7770772,140,290,130,340,630,130,9.5981445
ADI-45424,847.07501,-1488.2347,0.52502954,4071.385,5395.292,-7.533083,479.17303,423.18872,-1.3127214,210,90,190,360,320,280,6.0493164
ADI-15832,774.30817,-1630.405,1.2039237,4022.9353,5417.1997,-2.6766,442.02725,203.5016,7.0890121,170,260,80,390,500,220,9.1147461
ADI-15816,750.32715,-1601.1561,0.85966915,4465.5308,5360.626,1.7562039,456.53952,618.53223,3.1298072,290,240,250,530,540,400,8.6606445
ADI-24334,895.26495,-1493.811,0.28846171,4358.916,5997.2168,1.3222569,329.23749,577.98651,1.6610533,340,160,190,520,350,310,7.9868164
ADI-45425,923.13831,-1462.2986,0.19585887,4441.5313,5513.4556,-4.3666553,284.97034,650.38904,4.863193,310,80,0,420,380,140,8.9243164
ADI-16034,832.87653,-1383.4209,0.91864723,4076.0613,5587.9551,1.5621517,517.47015,263.15073,8.505559,120,140,40,320,480,130,9.3344727
ADI-15801,945.97565,-1335.4268,1.0029269,4067.4333,5698.0718,1.6774317,216.6512,395.27325,4.6052003,230,160,0,330,390,110,8.6020508
ADI-24231,917.76117,-1288.7266,0.71827424,4228.6455,5642.5356,-4.5505543,389.46143,551.61151,6.6903811,220,280,60,290,510,200,9.1000977
ADI-15734,845.95416,-1388.3826,0.60295784,4145.1724,5696.6055,1.6400002,403.94046,364.20221,5.5593476,270,180,0,670,410,210,8.9829102
ADI-24233,840.96674,-1547.5488,0.34131065,4136.6294,5600.4492,-5.8652034,413.54025,425.90051,-1.3585134,330,90,80,460,180,170,6.8442383
ADI-24242,759.74463,-1533.8289,0.35236952,4198.1484,5688.6465,-5.0835538,468.25165,396.4082,-0.32242137,400,150,90,530,280,180,6.9174805
ADI-15983,939.39099,-1426.2889,0.49165353,4159.2451,5713.8198,1.9130194,355.00534,229.65749,-0.045575786,250,240,130,460,460,230,7.371582
ADI-18969,782.40698,-1609.0579,0.54032034,3937.9612,5820.4409,-2.6095252,240.02534,318.71368,3.8432374,160,170,140,470,430,260,7.8842773
ADI-24209,919.71631,-1657.4531,0.41488874,4228.4248,5526.5542,-0.19991133,262.91827,518.22339,2.5645969,210,240,130,540,520,240,8.206543
ADI-15635,762.85168,-1426.2964,0.81826669,3885.6892,5766.4736,-6.3665762,505.48541,337.57718,2.7597342,330,80,40,450,330,270,8.4555664
ADI-15648,719.3562,-1415.7284,0.59179181,3922.6604,5695.8169,-6.4168992,550.69049,336.51224,2.0996995,300,70,0,350,270,290,7.8696289
ADI-15597,923.49713,-1460.5176,0.80033869,3949.7375,5558.4277,-7.4878879,477.4418,522.94861,4.2176948,110,60,160,210,310,290,8.6899414
ADI-15614,801.09009,-1433.3972,0.72541559,3916.5005,5633.3882,-6.4254827,512.62891,348.8606,2.7492645,280,40,40,330,210,260,8.4702148
ADI-45427,1008.2231,-1503.1449,1.1246301,4360.2876,5789.479,0.16950721,70.124069,334.89819,-0.31787145,330,240,200,500,650,450,7.0200195
ADI-15748,722.78528,-1416.7465,1.3022815,4260.6294,5886.4741,-3.8099277,219.48935,559.14429,0.000586817,310,290,270,560,580,410,7.4008789
ADI-15786,625.21442,-1359.6692,1.365697,4352.833,5346.0527,0.58095294,507.99716,773.86761,3.1614027,190,260,120,280,540,260,8.206543
ADI-15623,725.77563,-1421.5085,0.67611116,3921.2725,5731.7896,-6.4316812,561.75201,335.20221,2.1023438,360,40,40,480,280,330,7.8842773
ADI-15974,926.91962,-1487.3477,0.93858558,4072.8982,5635.1123,0.61890829,331.3624,261.86569,4.5783577,230,250,40,300,430,400,8.909668
ADI-15999,665.09778,-1433.3312,0.50091875,4000.0757,5332.5791,1.3158497,201.75391,102.33672,2.3337212,240,80,90,470,380,280,8.4262695
ADI-15589,726.41077,-1163.2169,0.24287458,4004.5344,5464.4463,-6.0668826,302.29846,439.4838,6.0976939,240,250,90,340,500,280,8.9682617
ADI-45495,804.06964,-1152.9957,0.50799513,4046.2729,5206.8188,-2.7241433,390.25455,468.01492,4.5116491,130,100,80,210,410,260,8.9243164
ADI-24262,985.75085,-1760.8881,0.88811916,4322.8799,5572.8408,2.28263,316.12256,322.18832,7.646369,170,290,80,250,700,180,9.8618164
ADI-15963,810.12268,-1256.124,0.93615246,3799.5051,5758.3164,-0.14112735,390.98123,160.27261,5.5745959,210,90,160,450,340,260,9.3930664
ADI-18950,732.89282,-1368.2932,0.81189919,4090.7058,5424.3394,0.99126053,176.82304,186.23773,1.0071025,270,50,90,510,340,250,7.8110352
ADI-45430,935.56458,-1243.8468,0.22612205,4005.1841,5683.7769,-0.71889561,292.7453,560.63953,0.86415869,270,180,270,520,410,470,7.4448242
ADI-47311,972.31049,-1485.3513,1.8822908,3855.7969,5054.3496,-0.61539531,490.73404,580.84332,8.3743601,0,300,40,120,480,180,9.8178711
ADI-16048,646.12695,-1309.7561,0.50957561,4143.667,5625.0684,2.0300539,277.8158,465.97864,6.2788706,80,450,110,270,770,200,9.2612305
ADI-45432,1275.5848,-1307.5918,0.93600339,4246.8247,5890.3989,-5.8574286,199.73451,658.01703,-2.321111,440,180,110,600,470,240,5.1098633
ADI-15975,1010.6824,-1355.8685,0.38691348,3870.6904,5573.52,-0.22891882,243.73907,489.37549,4.1656079,230,80,80,400,460,160,8.8217773
ADI-15981,933.00439,-1490.4238,0.79302311,4085.4424,5266.4604,0.64630109,191.99373,481.83972,2.7895277,150,50,40,220,210,180,8.0454102
ADI-15848,828.41144,-1544.5459,1.0668036,4156.9438,5680.7939,0.17239575,426.97733,164.28621,4.0258574,160,310,90,290,570,310,8.3969727
ADI-45434,939.85034,-1433.3552,1.5762755,4238.5527,5315.4707,-4.0676446,262.59924,392.06158,3.6598856,130,290,170,340,480,270,8.543457
ADI-15995,1033.3206,-1402.5039,1.3357961,4224.5337,5653.7773,-6.4204822,537.72803,393.39688,7.0017934,260,240,90,260,500,270,8.9682617
ADI-24345,878.05078,-1505.6991,0.48112842,4109.7388,5179.6426,2.3565047,329.0123,412.82742,4.2492061,150,110,0,400,370,50,8.2797852
ADI-24357,846.53119,-1538.3643,0.6933645,4060.9512,5241.959,-7.5874801,274.95563,521.58795,3.8626842,170,100,60,220,270,270,8.8657227
ADI-15826,848.47961,-1562.4064,1.423095,4394.8018,5610.2837,-0.11517892,260.07559,560.2843,5.3366847,340,240,120,440,740,220,8.5288086
ADI-24342,627.31421,-1409.2949,1.0475274,4290.7192,5347.9946,-1.4516929,531.88177,392.8923,-0.39822459,310,230,210,480,430,320,6.6831055
ADI-15989,828.2074,-1465.1838,1.2611562,4223.4731,5423.1348,0.076652087,311.94135,225.08867,8.0636015,440,130,70,540,360,200,9.3198242
ADI-15976,1017.0814,-1375.6107,0.62117571,4088.8389,5509.3115,0.68516964,276.99557,238.15755,2.496109,240,140,90,410,450,320,8.2211914
ADI-45498,781.60846,-1362.3507,0.76509309,4154.4614,5591.3813,0.6142199,349.43286,335.83911,7.4340801,280,300,70,340,510,280,9.2758789
ADI-15946,943.23651,-1618.6602,1.089152,4074.208,5619.8735,0.17792082,552.32904,288.96329,2.0486851,330,340,200,510,770,250,8.4116211
ADI-15757,845.96118,-1653.8617,0.83693951,4503.3159,5542.3496,0.8439492,330.8049,666.51514,3.4561348,250,120,100,440,450,380,8.2504883
